time[s],VehicleWeight[ton],VehicleSpeed[km/h],EngineSpeed[rpm],grad[%],GPS_Altitude[m]
2613,24,79.13400269,1220.75,-1.814708602,100
2614,24,79.65200043,1208.5,-1.90482485,100
2615,24,79.3710022,1231.25,-1.724020219,100
2616,24,79.26300049,1229,-1.543798818,100
2617,24,78.89199829,1204,-1.455679688,100
2618,24,78.98300171,1219.75,-1.277054936,100
2619,24,78.31700134,1212.75,-1.097021509,100
2620,24,78.55699921,1217.75,-1.006382996,100
2621,24,78.76300049,1208,-0.550006222,100
2622,24,78.68000031,1213.25,-0.275371597,100
2623,24,78.91799927,1202.5,-0.091784944,100
2624,24,78.53500366,1205.5,0.091281244,100
2625,24,77.69400024,1200.75,0.182743263,100
2626,24,78.2009964,1198.25,-0.091843824,100
2627,24,78.20600128,1207,-0.091843824,100
2628,24,78.58100128,1201,-0.183848136,100
2629,24,77.88700104,1212.75,-0.092586097,100
2630,24,78.62799835,1206.5,-0.092586097,100
2631,24,79.16000366,1207.25,-0.000742273,100
2632,24,78.69100189,1213.25,0.090764794,100
2633,24,78.48999786,1211.25,0.182769105,100
2634,24,78.87400055,1217,0.091507067,100
2635,24,78.77999878,1208.25,0.091507067,100
2636,24,79.18800354,1214.25,0.091507067,100
2637,24,79.16100311,1218,0.090473063,100
2638,24,79.49900055,1212,0.090473063,100
2639,24,79.66500092,1218.75,0.181310819,100
2640,24,79.28199768,1224,0.181310819,100
2641,24,79.24299622,1210.25,0.363445033,100
2642,24,79.13400269,1218.5,0.364179388,100
2643,24,78.99099731,1213.25,0.364179388,100
2644,24,78.88999939,1210.5,0.273341632,100
2645,24,78.87400055,1223.5,0.364411474,100
2646,24,78.91300201,1211.25,0.182277259,100
2647,24,79.20800018,1217.5,0.091069842,100
2648,24,79.21800232,1214.5,4.55E-05,100
2649,24,79.05699921,1215.25,-0.090898123,100
2650,24,79.14299774,1217.75,-0.181967965,100
2651,24,79.19599915,1217.75,-0.273193578,100
2652,24,78.96900177,1228.75,-0.273193578,100
2653,24,78.88200378,1224.75,-0.273155328,100
2654,24,79.13800049,1214.5,-0.182211731,100
2655,24,79.1269989,1214.75,-0.364691868,100
2656,24,78.96399689,1212.5,-0.273466255,100
2657,24,78.86199951,1214.5,-0.364581908,100
2658,24,79.03500366,1213.5,-0.27359579,100
2659,24,79.00499725,1209,-0.27359579,100
2660,24,79.12200165,1212.5,-0.273603013,100
2661,24,79.02300262,1220.5,-0.273603013,100
2662,24,78.79599762,1209.75,-0.364446378,100
2663,24,79.43900299,1218,-0.364446378,100
2664,24,78.83899689,1210.5,-0.364446378,100
2665,24,79.05699921,1214.75,-0.181959018,100
2666,24,78.97200012,1219.25,0.001073138,100
2667,24,78.72000122,1205.75,0.091345933,100
2668,24,78.62999725,1216.75,0.182986642,100
2669,24,78.4280014,1201,0.182986642,100
2670,24,78.70800018,1210.5,0.365674268,100
2671,24,78.60199738,1216.75,0.182642112,100
2672,24,79.04399872,1207,0.274328335,100
2673,24,78.66999817,1216.5,0.182687625,100
2674,24,79.01599884,1212.5,0.182687625,100
2675,24,79.07499695,1211.5,0.090973475,100
2676,24,79.01899719,1218.5,0.182026618,100
2677,24,79.26799774,1211.75,0.364182716,100
2678,24,78.88200378,1223.75,0.364182716,100
2679,24,79.22399902,1218,0.364182716,100
2680,24,79.02799988,1213.5,0.273209242,100
2681,24,78.67500305,1218.25,0.273193699,100
2682,24,79.22100067,1216.5,0.181776611,100
2683,24,78.95600128,1219,0.181776611,100
2684,24,79.73999786,1226,0.181776611,100
2685,24,78.99099731,1220.5,0.181776611,100
2686,24,79.06900024,1213.75,0.09073901,100
2687,24,78.72200012,1217.5,0,100
2688,24,79.09899902,1222,0,100
2689,24,78.9940033,1223,0.091238331,100
2690,24,78.99700165,1218.5,0.091238331,100
2691,24,78.83200073,1210.5,0.091238331,100
2692,24,78.98000336,1218.5,0.091238331,100
2693,24,79.11799622,1212.5,0.091238331,100
2694,24,79.08999634,1219.75,0.090852653,100
2695,24,79.23200226,1222.75,0.090852653,100
2696,24,79.26699829,1213.5,0.090852653,100
2697,24,79.36499786,1220.75,0.181411631,100
2698,24,79.70300293,1220,0.090595073,100
2699,24,79.30999756,1213.25,-0.00025758,100
2700,24,79.2519989,1220.5,-0.00025758,100
2701,24,78.85600281,1214,-0.00025758,100
2702,24,79.01799774,1210.25,0.000549713,100
2703,24,79.01899719,1219.25,0.091366271,100
2704,24,78.58899689,1209.5,0.091366271,100
2705,24,78.8769989,1219,0.273967309,100
2706,24,78.80999756,1211.25,0.457408664,100
2707,24,78.91000366,1208.5,0.366042393,100
2708,24,78.08899689,1216.25,0.549269601,100
2709,24,78.79299927,1200.75,0.640924311,100
2710,24,78.38800049,1213,0.549921431,100
2711,24,78.72399902,1211.5,0.458014186,100
2712,24,78.48500061,1217.25,0.640884221,100
2713,24,78.83399963,1215.5,0.640263256,100
2714,24,78.65399933,1209.75,0.912992184,100
2715,24,79.06300354,1212,1.003610923,100
2716,24,79.01200104,1217,1.003037359,100
2717,24,79.04199982,1217.25,1.002437848,100
2718,24,79.26899719,1219.25,1.002219289,100
2719,24,78.73699951,1216.5,0.72885024,100
2720,24,79.16899872,1212,0.72919156,100
2721,24,79.04799652,1217,0.638231014,100
2722,24,78.70899963,1207,0.547260719,100
2723,24,78.85600281,1218,0.547578911,100
2724,24,78.86599731,1211,0.5480066,100
2725,24,78.76499939,1210.25,0.456906338,100
2726,24,78.70899963,1223.5,0.730892151,100
2727,24,78.74099731,1206.5,0.730869002,100
2728,24,78.93199921,1214.25,0.73064441,100
2729,24,78.82700348,1215.25,0.912306301,100
2730,24,78.9980011,1207.25,1.094540808,100
2731,24,79.18299866,1212.25,1.185710194,100
2732,24,78.65899658,1211.5,1.459414767,100
2733,24,79.08200073,1209.75,1.551091433,100
2734,24,78.73400116,1213.25,1.644980444,100
2735,24,78.83999634,1205.25,1.739442255,100
2736,24,78.11100006,1214.25,1.650428796,100
2737,24,78.34500122,1209,1.561278549,100
2738,24,78.09600067,1209.25,1.653943151,100
2739,24,78.52200317,1216.5,1.56159421,100
2740,24,78.5019989,1207,1.650147831,100
2741,24,78.79199982,1214,1.739088949,100
2742,24,78.85800171,1209,1.828604981,100
2743,24,78.91500092,1211.5,1.735591117,100
2744,24,78.74299622,1219,1.642663652,100
2745,24,79.03099823,1212.75,1.457873793,100
2746,24,79.45800018,1224.75,1.183336813,100
2747,24,79.41300201,1223.25,0.908287136,100
2748,24,79.6230011,1219.75,0.634478447,100
2749,24,79.84999847,1229,0.361951993,100
2750,24,79.2440033,1221.5,0.090033959,100
2751,24,79.33000183,1214.75,-0.00051192,100
2752,24,79.39499664,1214.5,-0.27222084,100
2753,24,79.40200043,1214.75,-0.453749198,100
2754,24,79.35399628,1213,-0.544663176,100
2755,24,79.29799652,1217.5,-0.726592886,100
2756,24,79.18499756,1212.75,-0.908432426,100
2757,24,79.11699677,1212.5,-0.908779321,100
2758,24,79.26499939,1218.25,-0.818102462,100
2759,24,79.18800354,1214.75,-0.81797412,100
2760,24,79.30999756,1217,-0.817813939,100
2761,24,79.28500366,1211.25,-0.817843215,100
2762,24,79.15799713,1214,-0.818028087,100
2763,24,79.1969986,1213,-0.818228579,100
2764,24,79.09500122,1218.75,-0.819050406,100
2765,24,79.05699921,1214.25,-0.728265563,100
2766,24,78.8219986,1219.75,-0.546396745,100
2767,24,79.4469986,1212.5,-0.273235138,100
2768,24,78.97899628,1216.25,-0.182183146,100
2769,24,78.88400269,1203.5,0.000233998,100
2770,24,78.83300018,1205,0.183338941,100
2771,24,78.41699982,1213.5,0.2753368,100
2772,24,77.90100098,1207,0.459280151,100
2773,24,78.62200165,1209.75,0.551198721,100
2774,24,78.3769989,1208.5,0.826752172,100
2775,24,78.28399658,1205.25,1.010509146,100
2776,24,78.49099731,1210,1.28659438,100
2777,24,78.09999847,1202.75,1.28711239,100
2778,24,78.38700104,1209.5,1.471529865,100
2779,24,78.31600189,1199.25,1.471308558,100
2780,24,78.01499939,1207,1.469352856,100
2781,24,78.88700104,1199.75,1.376191891,100
2782,24,78.8219986,1208.5,1.375721221,100
2783,24,78.31400299,1215.75,1.373903759,100
2784,24,78.65699768,1210,1.464210687,100
2785,24,78.70899963,1217.75,1.464649079,100
2786,24,78.8239975,1211,1.46346449,100
2787,24,78.63300323,1222.25,1.461376561,100
2788,24,79.18199921,1216,1.460013951,100
2789,24,78.98999786,1211.5,1.367840372,100
2790,24,79.16100311,1217.5,1.367488857,100
2791,24,78.81199646,1218.5,1.458830129,100
2792,24,78.84700012,1214.25,1.459576372,100
2793,24,78.92700195,1219,1.460825635,100
2794,24,78.81400299,1205.25,1.370564619,100
2795,24,78.61699677,1212.5,1.188320739,100
2796,24,78.58499908,1210,0.914950923,100
2797,24,78.33599854,1208.25,0.641083236,100
2798,24,78.68299866,1214.25,0.275506677,100
2799,24,78.81099701,1204.75,0.183031778,100
2800,24,79.13400269,1220.25,0.000847023,100
2801,24,79.58000183,1219,-0.271646229,100
2802,24,79.67700195,1218,-0.543060305,100
2803,24,79.62799835,1229.5,-0.633009769,100
2804,24,79.53900146,1220,-0.995616318,100
2805,24,79.47000122,1223.25,-1.085530933,100
2806,24,79.4260025,1222.75,-1.266475852,100
2807,24,80.27600098,1208.75,-1.177347869,100
2808,24,78.95899963,1212.5,-1.26943315,100
2809,24,79.03500366,1208,-1.270133059,100
2810,24,79.08699799,1210.5,-1.454073551,100
2811,24,79.40100098,1213.5,-1.367060223,100
2812,24,78.72100067,1212.5,-1.641789318,100
2813,24,78.53199768,1215.75,-1.642435319,100
2814,24,79.01200104,1215.25,-1.736491882,100
2815,24,78.73799896,1218,-1.463541094,100
2816,24,78.36699677,1209.5,-1.370666494,100
2817,24,79.31300354,1215.25,-1.0046774,100
2818,24,79.06600189,1209.5,-1.003441776,100
2819,24,79.1309967,1211.5,-0.819098469,100
2820,24,79.33399963,1206.5,-0.819406467,100
2821,24,78.65499878,1228,-0.820812821,100
2822,24,78.49500275,1210,-0.729786728,100
2823,24,78.66999817,1205,-0.457170282,100
2824,24,78.53600311,1201.75,-0.091039497,100
2825,24,78.57900238,1204.75,0.092838411,100
2826,24,78.07900238,1202.25,0.368317788,100
2827,24,78.02700043,1206.75,0.460319763,100
2828,24,78.10199738,1204.25,0.552122303,100
2829,24,78.41400146,1210.25,0.551337072,100
2830,24,78.44499969,1204.75,0.550517144,100
2831,24,78.88500214,1213,0.549693395,100
2832,24,78.6210022,1212.25,0.640383378,100
2833,24,78.91200256,1214.5,0.639763129,100
2834,24,78.73100281,1214.75,0.547551766,100
2835,24,79.19499969,1213.5,0.637886108,100
2836,24,79.31900024,1211,0.637603829,100
2837,24,79.1309967,1218,0.454911871,100
2838,24,78.89299774,1213.5,0.545828961,100
2839,24,78.94100189,1221,0.546096811,100
2840,24,79.21499634,1214,0.455775824,100
2841,24,78.83000183,1217.75,0.456303619,100
2842,24,78.65299988,1215.75,0.639454497,100
2843,24,78.46099854,1215.75,0.640215858,100
2844,24,78.78700256,1218.25,0.640431976,100
2845,24,78.70899963,1218.25,0.548993189,100
2846,24,78.96499634,1216.5,0.549070839,100
2847,24,78.21900177,1224,0.457241031,100
2848,24,78.76200104,1214.25,0.366086955,100
2849,24,78.9240036,1224.25,0.27475893,100
2850,24,78.09600067,1222.25,0.365894477,100
2851,24,79.08300018,1220.75,0.365080181,100
2852,24,78.9240036,1225,0.455826259,100
2853,24,79.46299744,1222.25,0.546294421,100
2854,24,78.72100067,1214,0.364719138,100
2855,24,79.36799622,1221.5,0.182434193,100
2856,24,79.24299622,1217.75,0.000157402,100
2857,24,78.73999786,1221.25,-0.27310532,100
2858,24,78.8789978,1217,-0.273379745,100
2859,24,79.02400208,1216,-0.18269955,100
2860,24,79.30500031,1220,-0.091550153,100
2861,24,79.12000275,1212.25,-0.36726295,100
2862,24,78.15000153,1216.5,-0.184901244,100
2863,24,78.76699829,1217.75,-0.457903758,100
2864,24,79.18699646,1211.25,-0.458240645,100
2865,24,78.87799835,1224.5,-0.733082329,100
2866,24,78.96199799,1210.75,-0.457537929,100
2867,24,78.21900177,1210.25,-0.548704061,100
2868,24,79.11000061,1213.25,-0.548651641,100
2869,24,79.15499878,1211,-0.366192893,100
2870,24,79.00099945,1216.25,-0.182568736,100
2871,24,78.84799957,1212.5,-0.273475499,100
2872,24,79.01699829,1218,-0.455702196,100
2873,24,78.84799957,1215.5,-0.456094779,100
2874,24,79.19599915,1216.75,-0.82187851,100
2875,24,78.28099823,1222.25,-0.913531586,100
2876,24,79.06300354,1216,-1.00611843,100
2877,24,78.4260025,1213.75,-1.00677512,100
2878,24,78.65200043,1224.5,-1.18873431,100
2879,24,78.8259964,1210,-1.096247951,100
2880,24,79.18299866,1212.75,-0.913377349,100
2881,24,78.9980011,1214.5,-0.729193779,100
2882,24,79.1289978,1208.75,-0.637631467,100
2883,24,79.39499664,1212.25,-0.272102671,100
2884,24,78.29100037,1205.5,0.094529595,100
2885,24,78.01499939,1206.75,0.094529595,100
2886,24,78.03099823,1204,0.185367924,100
2887,24,78.1309967,1205,0.368395073,100
2888,24,78.56600189,1205.75,0.276267741,100
2889,24,78.45800018,1207,-0.091758658,100
2890,24,78.58699799,1210.75,-0.091758658,100
2891,24,78.39199829,1214.75,-0.091758658,100
2892,24,78.28600311,1216.5,-0.658768721,100
2893,24,77.43800354,1218,-1.034860404,100
2894,24,74.04399872,1215.25,-1.216516134,100
2895,24,79.11000061,1218.75,-1.307690343,100
2896,24,78.64600372,1222.5,-1.034887974,100
2897,24,79.29399872,1219,-0.831817322,100
2898,24,79.06199646,1220.25,-0.636916524,100
2899,24,79.625,1214.25,-0.362604029,100
2900,24,79.3239975,1217.25,-0.362361639,100
2901,24,79.25299835,1218.5,-0.635164008,100
2902,24,79.10500336,1216.5,-0.362930671,100
2903,24,78.85299683,1207.75,-0.273028442,100
2904,24,78.89299774,1212,-0.364959969,100
2905,24,78.84899902,1209,-0.27402815,100
2906,24,78.75299835,1219.5,-0.456022232,100
2907,24,78.95400238,1216,-0.728979732,100
2908,24,79.29199982,1212.5,-0.729295645,100
2909,24,78.97499847,1215.75,-0.54655615,100
2910,24,78.22299957,1212.5,-0.637478783,100
2911,24,79.28600311,1214.25,-0.546848071,100
2912,24,79.08799744,1214,-0.456913418,100
2913,24,78.52500153,1215.5,-0.182802122,100
2914,24,78.83300018,1220.75,-0.182802122,100
2915,24,78.97000122,1217.25,-0.182667412,100
2916,24,79.46600342,1217.5,-0.000114244,100
2917,24,79.14600372,1214.75,0.274317791,100
2918,24,78.76699829,1208,0.274110432,100
2919,24,78.76699829,1209.5,0.364553382,100
2920,24,79.21399689,1211.75,0.455341305,100
2921,24,80.00299835,1211.75,0.455760735,100
2922,24,78.71700287,1207.25,0.364351547,100
2923,24,78.47299957,1201.75,0.273354721,100
2924,24,78.52600098,1214,0.274279778,100
2925,24,79.19200134,1216.5,0.365882594,100
2926,24,78.41000366,1211.75,0.3656959,100
2927,24,78.79100037,1213.25,0.3656959,100
2928,24,78.72000122,1209.5,0.36576716,100
2929,24,79.13500214,1206.5,0.549622558,100
2930,24,78.45999908,1210.25,0.641347829,100
2931,24,78.50299835,1212.25,0.640984774,100
2932,24,78.59300232,1213,0.731750378,100
2933,24,79.54599762,1210,0.640376574,100
2934,24,79.10199738,1218.25,0.456129228,100
2935,24,79.08000183,1220.5,0.363655511,100
2936,24,79.20400238,1219.25,0.363344483,100
2937,24,79.29199982,1217.5,0.453477823,100
2938,24,79.38899994,1222.75,0.544041923,100
2939,24,79.81500244,1217,0.543955789,100
2940,24,79.18900299,1210.75,0.453101417,100
2941,24,79.24500275,1210.25,0.362352968,100
2942,24,79.0490036,1213.5,0.181454024,100
2943,24,79.13899994,1220,0.090889924,100
2944,24,79.32099915,1220,-0.181805105,100
2945,24,79.24299622,1219.25,-0.362607518,100
2946,24,79.16899872,1219.75,-0.452641622,100
2947,24,80.12000275,1223,-0.723443186,100
2948,24,79.81999969,1227,-0.994275323,100
2949,24,79.70600128,1220.75,-1.17330657,100
2950,24,79.8030014,1218.25,-1.441891881,100
2951,24,79.8259964,1218,-1.621499822,100
2952,24,80.39199829,1229.75,-1.621091357,100
2953,24,79.81999969,1216.75,-1.711559568,100
2954,24,79.94799805,1215,-1.532106952,100
2955,24,79.47599792,1214,-1.265107489,100
2956,24,79.30400085,1201.75,-1.270135871,100
2957,24,78.59999847,1204.25,-1.366054428,100
2958,24,78.68000031,1217.75,-1.279832013,100
2959,24,78.56300354,1205,-1.464215617,100
2960,24,78.48300171,1215.5,-1.555813156,100
2961,24,78.9940033,1208.75,-1.554705197,100
2962,24,78.67900085,1206.75,-1.553017079,100
2963,24,79.23699951,1209.5,-1.642642903,100
2964,24,78.73400116,1212.5,-1.548692655,100
2965,24,79.20300293,1224.25,-1.456376632,100
2966,24,79.72699738,1217,-1.182814165,100
2967,24,78.8030014,1219.5,-0.818190626,100
2968,24,78.56800079,1205,-0.544909405,100
2969,24,78.85500336,1209.5,-0.181287418,100
2970,24,78.65299988,1202.25,0.092535041,100
2971,24,78.1989975,1195.25,0.462367618,100
2972,24,78.06400299,1206,0.74077839,100
2973,24,77.68199921,1201.25,1.018488263,100
2974,24,77.48500061,1198.5,1.112859273,100
2975,24,77.11399841,1191.5,1.391200483,100
2976,24,77.57900238,1199.25,1.205410628,100
2977,24,77.88899994,1198,1.385306672,100
2978,24,78.59700012,1201.75,1.382601607,100
2979,24,78.50299835,1208,1.380580222,100
2980,24,78.37400055,1203,1.285497484,100
2981,24,78.01699829,1212,1.556546098,100
2982,24,78.83899689,1210,1.189083912,100
2983,24,79.3710022,1218.75,1.545849846,100
2984,24,79.14199829,1226,1.27237161,100
2985,24,80.75499725,1230.25,0.907218123,100
2986,24,80.45700073,1224.5,0.452126786,100
2987,24,80.00299835,1222.5,0.270575445,100
2988,24,79.4489975,1214.75,-0.45179963,100
2989,24,79.30200195,1213.75,-0.635020117,100
2990,24,78.91699982,1195.75,-0.72709781,100
2991,24,79.58899689,1210.5,-0.818411935,100
2992,24,78.80999756,1210.5,-0.819031508,100
2993,24,78.88800049,1209,-0.820446588,100
2994,24,78.78900146,1207.5,-0.455855731,100
2995,24,78.20800018,1203,-0.274035704,100
2996,24,78.23500061,1192,-0.182721579,100
2997,24,77.36000061,1193.75,-0.091395294,100
2998,24,77.9260025,1197.25,0.000234749,100
2999,24,77.8690033,1199.25,-0.274009206,100
3000,24,78.97399902,1204.75,-0.364863005,100
3001,24,79.09700012,1214.5,-0.364863005,100
3002,24,79.40000153,1218,-0.455062896,100
3003,24,79.95899963,1231.5,-0.272930028,100
3004,24,79.68399811,1220.25,0.18231965,100
3005,24,79.74500275,1222.25,0.456252725,100
3006,24,78.46700287,1215.5,0.733270958,100
3007,24,78.84100342,1206.75,1.382857427,100
3008,24,77.10600281,1195,1.852977164,100
3009,24,77.34899902,1189,2.328356854,100
3010,24,76.81500244,1182.25,3.076713552,100
3011,24,77.10700226,1186.5,2.985521099,100
3012,24,77.49299622,1192,2.703577968,100
3013,24,77.48999786,1199.25,2.420310162,100
3014,24,78.21800232,1210,1.580384114,100
3015,24,77.64099884,1219,0.468211536,100
3016,24,79.74700165,1216.75,0.191974605,100
3017,24,79.59999847,1229.75,-0.17582383,100
3018,24,79.67299652,1231.5,-0.722813925,100
3019,24,79.6989975,1229.25,-1.08098271,100
3020,24,80.40899658,1220.5,-1.35130327,100
3021,24,79.71099854,1223.25,-1.801524314,100
3022,24,79.91400146,1219.5,-2.16080679,100
3023,24,79.89900208,1229.25,-2.340559689,100
3024,24,80.23000336,1229,-2.161002599,100
3025,24,79.92299652,1226.75,-2.338567087,100
3026,24,80.01399994,1227,-2.156898049,100
3027,24,80.33699799,1233,-2.243836887,100
3028,24,80.125,1235.25,-2.06193073,100
3029,24,80.89600372,1232.75,-1.881681627,100
3030,24,80.5,1235,-1.343570001,100
3031,24,79.7559967,1227.5,-0.984606844,100
3032,24,79.34300232,1211.75,-0.448030542,100
3033,24,79.09400177,1199,-0.087976235,100
3034,24,78.09200287,1197,0.001880338,100
3035,24,77.76899719,1196.25,0.184951167,100
3036,24,77.75700378,1199.25,0.184951167,100
3037,24,77.81700134,1201,0.184951167,100
3038,24,78.33699799,1199.5,0.184406681,100
3039,24,78.17500305,1204.25,0.184406681,100
3040,24,78.60700226,1217,0.091845879,100
3041,24,78.74900055,1207.5,-0.08964701,100
3042,24,79.30500031,1220.5,-0.08964701,100
3043,24,79.37799835,1218.25,-0.363138608,100
3044,24,79.22899628,1220.5,-0.363138608,100
3045,24,79.3219986,1222,-0.363138608,100
3046,24,79.58499908,1223.5,-0.272395312,100
3047,24,79.5039978,1218.25,-0.363210712,100
3048,24,79.17500305,1221.5,-0.363424052,100
3049,24,79.38600159,1211.25,-0.363424052,100
3050,24,78.97899628,1215.25,-0.27201022,100
3051,24,78.89499664,1213.75,0.0020914,100
3052,24,78.6309967,1207.25,0.184818325,100
3053,24,78.44300079,1205.25,0.551473528,100
3054,24,78.23000336,1194.25,0.922611984,100
3055,24,77.61799622,1201.25,1.202822683,100
3056,24,77.58000183,1197,1.391592168,100
3057,24,77.41500092,1197.75,1.76505545,100
3058,24,77.3730011,1193.75,1.858901726,100
3059,24,77.34100342,1201.25,1.672461663,100
3060,24,77.6969986,1200.75,1.576457367,100
3061,24,78.23200226,1210.5,1.387327898,100
3062,24,78.5059967,1218.25,1.013133651,100
3063,24,78.8769989,1213.75,0.825335287,100
3064,24,79.05200195,1226.25,0.731068482,100
3065,24,79.46199799,1225.75,0.455448247,100
3066,24,79.77500153,1220,0.181583486,100
3067,24,79.31500244,1223.75,-0.000470937,100
3068,24,79.14900208,1220.75,-0.363234738,100
3069,24,79.31300354,1216,-0.544053637,100
3070,24,79.55699921,1222.75,-0.724844147,100
3071,24,79.75800323,1219.75,-0.815615414,100
3072,24,79.54299927,1214.75,-0.815845961,100
3073,24,79.00800323,1218,-0.7264075,100
3074,24,79.0530014,1208.25,-0.727133824,100
3075,24,78.77200317,1213.25,-0.637730457,100
3076,24,79.26999664,1210.25,-0.456086473,100
3077,24,78.30200195,1209.25,-0.364982062,100
3078,24,78.68499756,1209,-0.182500778,100
3079,24,78.28700256,1203.75,0.000418912,100
3080,24,78.35399628,1210.25,0.091806054,100
3081,24,78.49900055,1206.75,0.091806054,100
3082,24,78.58899689,1205.25,0.091806054,100
3083,24,78.5739975,1208,0.18346719,100
3084,24,78.53099823,1205,0.275542873,100
3085,24,78.56700134,1213,0.459966258,100
3086,24,78.05599976,1208,0.551951186,100
3087,24,78.10700226,1207.5,0.643737342,100
3088,24,78.43800354,1213.5,0.643872897,100
3089,24,78.4489975,1208.75,0.45999116,100
3090,24,78.41999817,1219.25,0.457307479,100
3091,24,79.26599884,1215.25,0.274558085,100
3092,24,79.20300293,1215.5,-0.177529487,100
3093,24,79.44999695,1224.25,-0.269326178,100
3094,24,80.41600037,1227.75,-0.359218092,100
3095,24,80.74199677,1228.25,-0.722568008,100
3096,24,79.4509964,1226.25,-0.996505586,100
3097,24,79.1309967,1213.25,-1.001368623,100
3098,24,78.80599976,1215.75,-1.367008278,100
3099,24,78.93099976,1214.75,-1.642507249,100
3100,24,78.60099792,1222.25,-1.642976261,100
3101,24,79.03900146,1211,-1.369571549,100
3102,24,79.13300323,1203,-1.004407096,100
3103,24,78.59400177,1200.75,-0.638767441,100
3104,24,78.59600067,1203,-0.089202017,100
3105,24,78.17099762,1200.5,0.185313852,100
3106,24,78.20300293,1199.75,0.276611184,100
3107,24,77.57700348,1197,0.461162203,100
3108,24,77.57099915,1194,0.552734732,100
3109,24,78.48400116,1193.75,0.460754176,100
3110,24,78.76899719,1201,0.4607346,100
3111,24,77.4240036,1202,0.644023023,100
3112,24,78.38899994,1207.5,0.550839433,100
3113,24,78.74099731,1209.25,0.73265625,100
3114,24,78.86499786,1214.25,0.822462677,100
3115,24,79.15100098,1215.5,1.273986107,100
3116,24,79.09100342,1215.25,0.909493118,100
3117,24,79.75,1216.75,0.818125688,100
3118,24,79.18699646,1219.25,0.544736342,100
3119,24,79.34400177,1220.5,0.362735934,100
3120,24,79.57900238,1223,-0.272417473,100
3121,24,79.40799713,1222.5,-0.091212907,100
3122,24,78.46499634,1216,-0.091212907,100
3123,24,79.02400208,1215.75,-0.182031183,100
3124,24,79.37400055,1207,-0.182031183,100
3125,24,79.18499756,1210.5,-0.090818275,100
3126,24,79.31999969,1213.5,-0.090818275,100
3127,24,78.78500366,1206,0.000311508,100
3128,24,78.98799896,1214,0.182045533,100
3129,24,79.02899933,1209.75,0.272854645,100
3130,24,79.36000061,1217,0.090694218,100
3131,24,79.21499634,1220.25,-0.727105207,100
3132,24,78.88800049,1213.5,-1.457282183,100
3133,24,79.58599854,1217.5,-1.731909021,100
3134,24,78.14900208,1215.25,-1.731362299,100
3135,24,78.61799622,1210,-1.457845456,100
3136,24,79.00800323,1215.25,-0.7313897,100
3137,24,78.61399841,1210.75,-0.275004347,100
3138,24,79.02999878,1217,-0.273709826,100
3139,24,78.63899994,1211.5,-0.456261815,100
3140,24,79.24199677,1213.5,-0.638902255,100
3141,24,78.65699768,1217.5,-0.820939275,100
3142,24,79.09300232,1212.5,-0.72942279,100
3143,24,78.92900085,1211.25,-0.820113847,100
3144,24,79.05799866,1221.25,-1.001498002,100
3145,24,79.12200165,1213.5,-0.910213979,100
3146,24,79.36299896,1216,-0.818953396,100
3147,24,79.09899902,1220.5,-1.00092429,100
3148,24,79.03900146,1214,-1.001090141,100
3149,24,79.13500214,1215,-0.910825358,100
3150,24,78.9489975,1214.75,-0.81928659,100
3151,24,79.01799774,1210.75,-0.637166484,100
3152,24,78.29299927,1215.25,-0.364050235,100
3153,24,78.40299988,1204.75,-0.090776759,100
3154,24,78.87999725,1214.5,0.091538767,100
3155,24,78.37000275,1221,-0.181896959,100
3156,24,79.28800201,1212,-0.637500894,100
3157,24,79.04399872,1219.25,-1.093638799,100
3158,24,78.98799896,1217,-1.549906775,100
3159,24,78.85900116,1213.25,-1.914615742,100
3160,24,78.94300079,1213.5,-2.189516517,100
3161,24,78.99099731,1205.75,-2.009783631,100
3162,24,78.62799835,1215.25,-1.737352993,100
3163,24,77.96700287,1216.75,-1.463639176,100
3164,24,78.80400085,1214.5,-1.007613191,100
3165,24,78.95800018,1210.25,-0.642382744,100
3166,24,78.73500061,1209.25,-0.549132123,100
3167,24,78.52700043,1216.5,-0.546875153,100
3168,24,79.17700195,1217,-0.454975749,100
3169,24,79.54399872,1218.25,-0.546292768,100
3170,24,79.3010025,1222,-0.545799644,100
3171,24,79.06400299,1220.25,-0.363179214,100
3172,24,79.04799652,1217.75,-0.272768248,100
3173,24,79.22499847,1215.75,-0.09099755,100
3174,24,78.9489975,1211.25,0.00033134,100
3175,24,79.09200287,1212.5,0.091405502,100
3176,24,78.57900238,1211,0.182736422,100
3177,24,78.90599823,1210.25,0.273775753,100
3178,24,78.76300049,1213.25,-0.000247095,100
3179,24,78.79100037,1209.25,-0.182988653,100
3180,24,78.66600037,1214.5,-0.365595195,100
3181,24,78.86199951,1216.25,-0.275362563,100
3182,24,78.85399628,1214,-0.09389168,100
3183,24,79.76799774,1214.5,0.180593578,100
3184,24,78.93499756,1210.75,0.180613302,100
3185,24,78.30799866,1216.5,0.454502133,100
3186,24,79.2539978,1213.75,0.364132423,100
3187,24,78.49900055,1217.75,0.273330276,100
3188,24,79.40699768,1217.75,0.272328557,100
3189,24,79.41200256,1217.75,0.363721501,100
3190,24,79.56999969,1210.5,0.181367643,100
3191,24,79.31700134,1217.75,0.090173801,100
3192,24,78.8010025,1217,-0.000494935,100
3193,24,78.72100067,1215.75,-0.091071569,100
3194,24,79.18099976,1215.75,-0.091071569,100
