time[s],VehicleWeight[ton],VehicleSpeed[km/h],EngineSpeed[rpm],grad[%],GPS_Altitude[m]
1145,24,64.78800201,1001,0.998451656,100
1146,24,64.60600281,997.5,0.778349085,100
1147,24,64.64499664,995.75,0.778975621,100
1148,24,64.72799683,1000.5,1.112846089,100
1149,24,64.52600098,992.5,0.890141444,100
1150,24,64.95400238,998.75,0.890660855,100
1151,24,64.58999634,998,1.226251157,100
1152,24,64.05999756,993.75,1.448269399,100
1153,24,64.82900238,998.5,1.335725444,100
1154,24,64.73500061,997.75,1.78035731,100
1155,24,65.26300049,1001,2.11357451,100
1156,24,64.28199768,1000.75,1.887903256,100
1157,24,65.11299896,1001.5,1.77449553,100
1158,24,65.0719986,1004.25,1.442183569,100
1159,24,65.8259964,1001.75,0.996959812,100
1160,24,65.52600098,1008.75,0.884932909,100
1161,24,64.70899963,996.5,0.663708421,100
1162,24,64.97399902,998.75,0.443688936,100
1163,24,65.10199738,996.25,0.780514439,100
1164,24,64.61799622,998.5,1.340327828,100
1165,24,63.63800049,990.75,1.229147057,100
1166,24,65.2440033,996.25,1.340305363,100
1167,24,64.52100372,996.5,1.45102476,100
1168,24,65.02200317,996,1.114199257,100
1169,24,65.03700256,995,0.555284938,100
1170,24,64.56400299,1000.25,0.222192605,100
1171,24,64.6230011,996.25,0.111034299,100
1172,24,64.93000031,999.5,-0.221007785,100
1173,24,65.02600098,1000.25,-0.110422276,100
1174,24,65.09999847,1000.25,-0.22188902,100
1175,24,65.11399841,994.25,0.000137379,100
1176,24,64.60399628,998.5,0.000137379,100
1177,24,65.27300262,997.75,0.332568173,100
1178,24,64.68399811,996.75,0.66621761,100
1179,24,64.91999817,997.5,1.000690355,100
1180,24,64.74099731,1004,1.001716991,100
1181,24,64.41799927,994.5,1.113591624,100
1182,24,64.26499939,994.75,1.226092064,100
1183,24,64.4509964,993,1.004554058,100
1184,24,64.34600067,990.75,0.781240879,100
1185,24,64.97699738,985.75,0.892193825,100
1186,24,64.56700134,991,0.780319193,100
1187,24,64.66600037,992,0.332698585,100
1188,24,64.29699707,989.75,0.22119383,100
1189,24,64.26799774,997.5,-0.221352351,100
1190,24,65.23799896,993.25,-0.665500661,100
1191,24,65.1230011,997,-0.665500661,100
1192,24,65.02100372,997.75,-0.330231986,100
1193,24,64.14900208,1001.75,-0.331113581,100
1194,24,65.28199768,999.5,0.000273034,100
1195,24,65.25900269,1001,0.443073736,100
1196,24,65.10399628,999.25,0.553851052,100
1197,24,64.91400146,993,0.553474115,100
1198,24,65.07700348,998,0.554149171,100
1199,24,64.79399872,1002.25,0.333374097,100
1200,24,64.95300293,994.5,-0.109333123,100
1201,24,65.49700165,1002,0.002937004,100
1202,24,64.70200348,997,0.115141059,100
1203,24,64.41899872,1000.25,0.004155414,100
1204,24,64.68099976,998.75,0.224930488,100
1205,24,64.40699768,999.75,0.776534393,100
1206,24,65.41899872,999.25,0.773716729,100
1207,24,65.33000183,999.5,0.550632997,100
1208,24,65.44300079,1001.5,0.329034026,100
1209,24,65.01799774,999.25,0.329034026,100
1210,24,64.9469986,1001.75,-0.001369192,100
1211,24,65.13300323,1003.25,-0.44135487,100
1212,24,65.76899719,1006.5,-0.661970562,100
1213,24,65.28600311,998,-0.440371592,100
1214,24,65.25700378,1004.75,-0.552312316,100
1215,24,64.23899841,1005.25,-0.328688151,100
1216,24,64.40100098,995.5,0.227541701,100
1217,24,64.38700104,994.25,0.784076675,100
1218,24,64.00299835,991.5,0.895390052,100
1219,24,64.59899902,990.5,0.896244955,100
1220,24,64.76599884,992.5,0.561560211,100
1221,24,64.86399841,996.5,0.336137414,100
1222,24,64.79299927,997.25,0.111021026,100
1223,24,64.875,995.25,0.223507329,100
1224,24,65.08599854,999.5,-0.003319969,100
1225,24,63.60100174,998,0.107740609,100
1226,24,64.24299622,992.75,-0.225716846,100
1227,24,64.64299774,997.25,-0.558125527,100
1228,24,64.84899902,998.75,-1.113586597,100
1229,24,65.11199951,1001,-0.997100361,100
1230,24,65.14099884,1001,-1.107996259,100
1231,24,64.92500305,1001,-0.996620563,100
1232,24,64.92700195,996.25,-0.886381523,100
1233,24,64.76499939,995.5,-0.554720132,100
1234,24,64.53800201,996,-0.444391069,100
1235,24,64.53099823,991.75,-0.444750925,100
1236,24,65.08499908,977.75,-0.445403199,100
1237,24,64.34700012,992.75,-0.445429516,100
1238,24,64.58999634,993.25,-0.556619978,100
1239,24,64.68000031,989.25,-0.55808766,100
1240,24,64.82800293,993.5,-0.559508388,100
1241,24,63.09799957,994.5,-0.447825511,100
1242,24,64.70200348,996.5,-0.447057436,100
1243,24,65.18499756,997.5,-0.446757351,100
1244,24,64.98500061,1003.5,-0.444693744,100
1245,24,64.8710022,1000.75,-0.442728151,100
1246,24,65.44400024,1000.75,-0.553875706,100
1247,24,64.625,1003.25,-0.443250716,100
1248,24,64.93299866,999.5,-0.442820703,100
1249,24,65.21199799,1001.75,-0.443041213,100
1250,24,65.15200043,997.5,-0.332330324,100
1251,24,64.90100098,1000.5,-0.109968659,100
1252,24,65.02300262,994.5,0.001229533,100
1253,24,64.45500183,999.25,0.111689897,100
1254,24,65.04399872,993,0.333294546,100
1255,24,64.71299744,997.75,0.222294351,100
1256,24,65.15499878,999.5,7.92E-05,100
1257,24,64.57499695,998.75,-0.111119001,100
1258,24,65.15399933,1000.5,-0.222076883,100
1259,24,65.00700378,1000.25,-0.55416492,100
1260,24,64.76999664,1005.75,-0.553784613,100
1261,24,65.4260025,999.25,-0.553651289,100
1262,24,64.75,1004.25,-0.664459747,100
1263,24,65.13500214,999,-0.77549882,100
1264,24,64.81700134,997,-0.554293025,100
1265,24,64.91500092,997.75,-0.554610048,100
1266,24,64.75299835,997.5,-0.665436404,100
1267,24,65.0510025,996,-0.554627946,100
1268,24,64.85700226,995.5,-0.443625193,100
1269,24,64.89900208,994.5,-0.443625193,100
1270,24,64.83799744,989.75,-0.443669648,100
1271,24,64.77200317,996.5,-0.221975566,100
1272,24,64.98000336,997.5,-0.333012558,100
1273,24,64.89800262,994.25,-0.333040795,100
1274,24,64.78900146,997,-0.443919218,100
1275,24,64.91500092,999.25,-0.332937854,100
1276,24,64.95500183,995.25,-0.332937854,100
1277,24,64.85399628,997.25,-0.221900862,100
1278,24,65.09899902,1003.25,-0.222018255,100
1279,24,64.86199951,996.5,-0.443845471,100
1280,24,64.70500183,999.25,-0.554827298,100
1281,24,65.13999939,998.75,-0.665613139,100
1282,24,64.60900116,997.5,-0.885979413,100
1283,24,65.37200165,998,-0.885316045,100
1284,24,65.31999969,995.5,-0.552610406,100
1285,24,65.02500153,1001,-0.553149318,100
1286,24,64.76399994,993.5,-0.553891515,100
1287,24,64.35800171,998.75,-0.333525241,100
1288,24,64.75800323,1000.5,-0.334401748,100
1289,24,64.89299774,993.75,-0.222708481,100
1290,24,64.4260025,992.25,-0.111187742,100
1291,24,64.49900055,987.25,0.112017973,100
1292,24,64.72200012,993.75,0.224015774,100
1293,24,64.22100067,990.5,0.44729294,100
1294,24,64.35099792,995.25,0.447151909,100
1295,24,64.30799866,997.5,0.447151909,100
1296,24,64.77999878,993,0.335474233,100
1297,24,64.66100311,998.25,0.334595679,100
1298,24,64.74900055,995.75,0.222671483,100
1299,24,64.84200287,997,0.111119247,100
1300,24,65.00099945,995.75,0.111119247,100
1301,24,64.62999725,1001.25,0.221991238,100
1302,24,65.09400177,1000,0.221945412,100
1303,24,64.78600311,997.75,0.332926777,100
1304,24,64.85600281,1001.5,0.443868812,100
1305,24,64.89600372,998.5,0.554714347,100
1306,24,64.90200043,1001.25,0.333057367,100
1307,24,65.00900269,1001,0.221983946,100
1308,24,64.97299957,1001,0.111002581,100
1309,24,65.48000336,999,-0.110676741,100
1310,24,65.10399628,1015,-0.221522276,100
1311,24,64.93399811,1001.5,-0.22179312,100
1312,24,64.78700256,1001.75,-0.333001222,100
1313,24,64.87799835,1001.25,-0.333001222,100
1314,24,64.60700226,996.75,-0.333836046,100
1315,24,64.79000092,995,-0.445354588,100
1316,24,64.27500153,995,-0.445389715,100
1317,24,64.85199738,998.25,-0.445173244,100
1318,24,64.77200317,993.5,-0.555899904,100
1319,24,64.96800232,994.75,-0.554965532,100
1320,24,65.08000183,999.5,-0.443446989,100
1321,24,65.07499695,997.75,-0.332356029,100
1322,24,64.65200043,1003,-0.331785795,100
1323,24,65.34200287,998.75,-0.331980665,100
1324,24,65.06800079,998.25,-0.221342926,100
1325,24,64.7539978,995.25,-0.442738772,100
1326,24,65.08899689,999.25,-0.442738772,100
1327,24,64.9940033,996.25,-0.443332116,100
1328,24,64.85399628,997,-0.332410586,100
1329,24,64.85900116,1000.5,-0.332410586,100
1330,24,64.68900299,1000,-0.221661831,100
1331,24,64.8239975,999.5,-0.221661831,100
1332,24,65.31999969,998.75,-0.110647091,100
1333,24,64.78700256,999.75,-0.221786066,100
1334,24,64.9960022,995.75,-0.332416152,100
1335,24,64.5719986,1003,-0.221769061,100
1336,24,65.59200287,1002.5,-0.332668833,100
1337,24,64.86199951,995.5,-0.443693839,100
1338,24,64.98300171,999,-0.221395298,100
1339,24,64.71800232,997.25,0.333079504,100
1340,24,64.8259964,998,0.333079504,100
1341,24,64.9489975,994.5,0.443979276,100
1342,24,64.80699921,999.75,0.555004282,100
1343,24,64.33499908,987.5,0.555779353,100
1344,24,64.3789978,995,0.111934637,100
1345,24,64.26799774,996.5,0.111934637,100
1346,24,64.72000122,993.5,0.111934637,100
1347,24,64.68699646,996.25,0.223438102,100
1348,24,64.66000366,993.75,0.111503465,100
1349,24,64.48200226,998.5,0.222913289,100
1350,24,64.5490036,993.25,0.334244735,100
1351,24,64.70400238,996.25,0.557014417,100
1352,24,64.63999939,996.25,0.668333666,100
1353,24,64.64199829,997.25,1.003026652,100
1354,24,64.60800171,996.75,1.115895395,100
1355,24,64.46600342,991.25,1.343290472,100
1356,24,63.94499969,989,1.346870533,100
1357,24,63.59199905,985,1.462323423,100
1358,24,63.64400101,986,1.465417222,100
1359,24,64.06300354,989.25,1.465927017,100
1360,24,63.82799911,990.25,1.572242017,100
1361,24,64.29299927,1003,1.565448395,100
1362,24,65.13300323,1017.75,1.443002561,100
1363,24,66.04000092,1035.5,1.423519698,100
1364,24,67.39900208,1051.5,1.408043581,100
1365,24,68.31999969,1063.25,1.06587502,100
1366,24,69.27400208,1081.5,1.048131266,100
1367,24,70.70500183,1101.75,0.931478842,100
1368,24,72.00099945,1127.5,0.61317492,100
1369,24,73.19400024,1141,0.403862674,100
1370,24,74.62999725,1156.25,0.394841498,100
1371,24,76.04799652,1184.25,0.100711621,100
1372,24,77.38600159,1200.5,-0.180673977,100
1373,24,78.59799957,1223.5,-0.360547626,100
1374,24,79.46199799,1237.75,-0.539096482,100
1375,24,80.65100098,1231.5,-0.901435663,100
1376,24,80.65000153,1239.75,-1.078504616,100
1377,24,80.25099945,1225.75,-1.256281992,100
1378,24,80.11299896,1222.25,-1.43761806,100
1379,24,79.89399719,1220.5,-1.712541094,100
1380,24,79.56999969,1222.75,-2.35421333,100
1381,24,79.20500183,1213.25,-2.632324484,100
1382,24,79.00900269,1203.75,-2.454957261,100
1383,24,78.80000305,1213.75,-2.367728133,100
1384,24,78.90499878,1220,-2.188657982,100
1385,24,78.77100372,1215.75,-1.73662144,100
1386,24,78.66200256,1209.25,-1.648038239,100
1387,24,78.50099945,1208,-1.64941465,100
1388,24,78.39099884,1203.25,-1.83666207,100
1389,24,78.13500214,1201,-2.114510253,100
1390,24,77.97000122,1200,-1.656387164,100
1391,24,78.48100281,1212.25,-1.289262713,100
1392,24,78.61399841,1205.5,-1.197140138,100
1393,24,78.26499939,1202.75,-0.735912128,100
1394,24,78.47499847,1209.25,-0.092326655,100
1395,24,78.80500031,1205.75,-0.274697007,100
1396,24,78.85600281,1219,-0.637765497,100
1397,24,79.06500244,1209.25,-0.636969722,100
1398,24,79.22599792,1221.25,-1.002777417,100
1399,24,78.88200378,1220,-1.002792477,100
1400,24,78.57800293,1213.75,-0.729399486,100
1401,24,79.10900116,1215.5,-0.183502569,100
1402,24,79.09400177,1219.5,-0.001199331,100
1403,24,79.08000183,1216.5,0.364608364,100
1404,24,78.76899719,1215.5,0.364325183,100
1405,24,79.34899902,1216.5,0.364487721,100
1406,24,78.82700348,1214.25,0.1824013,100
1407,24,79.09400177,1216.5,-0.363468501,100
1408,24,79.06500244,1209.25,-0.454708276,100
1409,24,79.3010025,1203.5,-0.454079497,100
1410,24,78.52400208,1215.75,-0.362040385,100
1411,24,78.56700134,1210.75,-0.087955316,100
1412,24,78.61799622,1209.75,0.45816513,100
1413,24,78.72699738,1206.25,0.823186686,100
1414,24,78.68800354,1211.25,0.822561078,100
1415,24,79.10199738,1216.5,0.82132139,100
1416,24,79.06999969,1214,0.638284282,100
1417,24,79.18499756,1218.5,0.637696214,100
1418,24,79.39600372,1216,0.454809806,100
1419,24,79.03900146,1218.25,0.363769324,100
1420,24,79.38400269,1225.75,0.272740671,100
1421,24,79.10600281,1216.5,0.272740671,100
1422,24,79.21299744,1215.25,0.272909933,100
1423,24,79.08699799,1216.5,0.2730821,100
1424,24,79.05200195,1214.25,0.2730821,100
1425,24,79.07299805,1217,0.273267469,100
1426,24,79.15499878,1226,0.181868727,100
1427,24,78.84200287,1207.5,0.090810115,100
1428,24,78.70999908,1217.75,0.18120087,100
1429,24,79.48300171,1215.75,0.18120087,100
1430,24,79.23100281,1220.75,0.090059553,100
1431,24,79.20300293,1226,0.27187285,100
1432,24,79.48300171,1215.25,0.362510771,100
1433,24,79.78399658,1214.75,-0.001008056,100
1434,24,79.08899689,1220.5,-0.183098509,100
1435,24,79.09999847,1214,-0.274314299,100
1436,24,79.06300354,1219.25,-0.547518511,100
1437,24,78.80500031,1210.25,-0.638156433,100
1438,24,78.75299835,1211.75,-0.547170639,100
1439,24,78.93399811,1213.5,-0.456293666,100
1440,24,79.17700195,1208,-0.456681279,100
1441,24,78.69499969,1218,-0.365339996,100
1442,24,78.50499725,1213.25,-0.456378751,100
1443,24,78.95999908,1214.25,-0.547326568,100
1444,24,79.21499634,1217,-0.456113088,100
1445,24,79.00700378,1215.75,-0.455602571,100
1446,24,78.91000366,1215.75,-0.364154197,100
1447,24,79.17099762,1217,-0.181835466,100
1448,24,78.70999908,1209.75,0.000187089,100
1449,24,79.04699707,1211,0.000187089,100
1450,24,78.86299896,1209.75,0.183079591,100
1451,24,78.625,1210.5,0.183079591,100
1452,24,78.23899841,1208.75,0.091799615,100
1453,24,78.1740036,1203,0.183604797,100
1454,24,78.3239975,1207.5,0.183604797,100
1455,24,78.52899933,1201,0.183475058,100
1456,24,78.70400238,1211.5,0.000146674,100
1457,24,78.38200378,1211.25,0.000146674,100
1458,24,78.71299744,1212.5,0.091098672,100
1459,24,78.66699982,1219.75,0.182363316,100
1460,24,78.91899872,1208.25,0.182034208,100
1461,24,78.86299896,1213.5,0.456591675,100
1462,24,78.78900146,1218.5,0.547593893,100
1463,24,79.05599976,1212.5,0.455847273,100
1464,24,79.18099976,1218.25,0.546862089,100
1465,24,79.04299927,1213.5,0.455521322,100
1466,24,78.95600128,1217.75,0.455056704,100
1467,24,79.06600189,1220.75,0.364054486,100
1468,24,79.58699799,1211.5,0.363795519,100
1469,24,79.30899811,1216.5,0.272518566,100
1470,24,79.36499786,1224,0.272518566,100
1471,24,78.8730011,1214.75,0.181754101,100
1472,24,79.18299866,1223.25,0.181754101,100
1473,24,79.08200073,1218.25,-9.78E-06,100
1474,24,79.22200012,1220.75,-0.091012284,100
1475,24,78.99900055,1218,-0.181609145,100
1476,24,79.42500305,1215.5,-0.272405658,100
1477,24,79.51999664,1219.25,-0.363299027,100
1478,24,79.07700348,1216,-0.363383952,100
1479,24,79.35099792,1211.25,-0.272044052,100
1480,24,78.72100067,1216.25,-0.272710102,100
1481,24,78.93099976,1215.75,-0.090427448,100
1482,24,78.85399628,1213.75,0.09204136,100
1483,24,78.54599762,1214.75,0.183138569,100
1484,24,78.70200348,1208.25,0.091798669,100
1485,24,78.50099945,1219.5,0.091690093,100
1486,24,78.82099915,1213.75,-0.091206686,100
1487,24,78.77799988,1212.25,-0.091088016,100
1488,24,78.7519989,1208,0.000831727,100
1489,24,78.29100037,1208.5,0.092552993,100
1490,24,78.36799622,1216,0.275450742,100
1491,24,78.62999725,1212,0.549693977,100
1492,24,78.7009964,1211.75,0.640514697,100
1493,24,78.81999969,1216.5,0.639755024,100
1494,24,78.97599792,1208,0.730142632,100
1495,24,78.98699951,1213,0.821424289,100
1496,24,79.16000366,1216.5,0.730119696,100
1497,24,78.38300323,1210.25,0.730253095,100
1498,24,78.94499969,1220,0.821464541,100
1499,24,78.73500061,1219.5,0.639355667,100
1500,24,79.18499756,1215.25,0.547716474,100
1501,24,79.14299774,1214.75,0.547461503,100
1502,24,78.80500031,1213.5,0.54745803,100
1503,24,78.96399689,1214.75,0.640173214,100
1504,24,78.71900177,1216.75,0.823705755,100
1505,24,78.3219986,1214.25,0.824202821,100
1506,24,78.59899902,1218.5,0.824533771,100
1507,24,78.4940033,1212.25,0.186077415,100
1508,24,78.70500183,1216,-0.18000662,100
1509,24,79.25499725,1218.25,-0.454727227,100
1510,24,78.99199677,1215.75,-0.455274773,100
1511,24,78.9240036,1223.75,-0.546878754,100
1512,24,79.11299896,1220.5,-0.091067154,100
1513,24,78.93399811,1218,-0.182075984,100
1514,24,79.09300232,1221.75,-0.363714406,100
1515,24,79.14399719,1214.25,-0.728562393,100
1516,24,79.19799805,1212.75,-0.820837903,100
1517,24,78.62200165,1216,-1.005564423,100
1518,24,77.43299866,1215.75,-1.281302725,100
1519,24,78.47299957,1213.75,-1.374025389,100
1520,24,78.81999969,1209.75,-1.283065298,100
1521,24,78.75099945,1210.5,-1.465134039,100
1522,24,78.82499695,1220,-1.738009443,100
1523,24,78.64099884,1211.25,-1.645968181,100
1524,24,78.7009964,1217.25,-1.646019215,100
1525,24,78.80400085,1213.5,-1.645923277,100
1526,24,78.74500275,1219.5,-1.552883974,100
1527,24,78.91300201,1218.75,-1.185648084,100
1528,24,79.93599701,1216.5,-0.910884171,100
1529,24,79.41500092,1218,-0.545283983,100
1530,24,78.93299866,1217,-0.543997715,100
1531,24,79.99700165,1210,-0.727912795,100
1532,24,78.77899933,1217.75,-0.91086951,100
1533,24,78.93399811,1213,-1.001836649,100
1534,24,79.1210022,1215.25,-1.093121829,100
1535,24,79.20200348,1211.5,-0.729249339,100
1536,24,78.54599762,1212,1.182958338,100
1537,24,79.27500153,1219.5,2.643638924,100
1538,24,78.96800232,1221,3.464162509,100
1539,24,78.69300079,1217,3.919627158,100
1540,24,79.14800262,1210.75,3.919279778,100
1541,24,79.01599884,1212.5,2.372292128,100
1542,24,79.10600281,1218.75,1.276055426,100
1543,24,78.62999725,1213.5,0.546531129,100
1544,24,79.40200043,1213.25,0.000116031,100
1545,24,79.0019989,1218.25,-0.272979308,100
1546,24,79.03500366,1211,-0.363734331,100
1547,24,79.28099823,1214.5,-0.454855464,100
1548,24,79.38700104,1213.75,-0.363948323,100
1549,24,79.18299866,1209.75,-0.181712693,100
1550,24,79.27899933,1216.25,-0.182085943,100
1551,24,78.65899658,1214,-0.09133092,100
1552,24,79.01000214,1212.75,-0.09133092,100
1553,24,78.85700226,1211.5,-0.09133092,100
1554,24,78.65599823,1207,-4.11E-05,100
1555,24,79.08000183,1212.75,0.274036547,100
1556,24,78.66000366,1214.5,0.456901648,100
1557,24,78.93499756,1209.25,0.640088941,100
1558,24,78.55799866,1212.5,0.822957523,100
1559,24,78.65799713,1207,1.097310559,100
1560,24,78.83200073,1218.75,1.188220732,100
1561,24,78.6989975,1211.5,1.187223292,100
1562,24,79.16300201,1213.5,1.186446784,100
1563,24,79.19300079,1216.25,1.094833299,100
1564,24,78.69300079,1215.75,1.002408614,100
1565,24,79.10700226,1222,0.728751701,100
1566,24,79.00800323,1218.75,0.638035744,100
1567,24,79.21099854,1217.75,0.638103941,100
1568,24,78.76799774,1217.75,0.638106836,100
1569,24,79.05899811,1212,0.638865794,100
1570,24,78.73300171,1212.5,1.004946969,100
1571,24,78.94499969,1213.5,1.372592686,100
1572,24,78.39700317,1211.75,1.373222659,100
1573,24,78.53500366,1211.25,1.55619048,100
1574,24,78.74900055,1211.25,1.464456774,100
1575,24,78.78500366,1208,1.189108029,100
1576,24,79.2460022,1215.25,0.82087699,100
1577,24,79.45999908,1217.75,0.819338162,100
1578,24,79.54000092,1213.75,0.636554617,100
1579,24,79.07700348,1223.25,0.545595231,100
1580,24,78.40000153,1222.75,0.545677065,100
1581,24,79.34700012,1210,0.545751172,100
1582,24,79.21900177,1216.75,0.273558239,100
1583,24,79.65100098,1212.75,0.18211597,100
1584,24,79.25,1212.25,-0.000179189,100
1585,24,79.16100311,1214.5,-0.455017866,100
1586,24,79.06199646,1211.25,-0.728008511,100
1587,24,79.16899872,1213.5,-0.911881605,100
1588,24,78.76799774,1214.75,-0.821141732,100
1589,24,78.61199951,1211.25,-0.730130598,100
1590,24,80.08399963,1213,-0.275382319,100
1591,24,79.62400055,1214.5,-0.002002619,100
1592,24,79.09999847,1210.25,0.454927749,100
1593,24,79.09100342,1216,0.545850772,100
1594,24,78.77300262,1214,0.455320263,100
1595,24,79.76300049,1214.25,0.364596398,100
1596,24,79.30000305,1216.75,0.091076316,100
1597,24,79.00800323,1218.25,-0.273482291,100
1598,24,78.80899811,1213.25,-0.909063078,100
1599,24,79.3239975,1211.5,-1.000711431,100
1600,24,79.29499817,1219.25,-1.092115396,100
1601,24,78.79199982,1214.5,-1.000816968,100
1602,24,78.75099945,1211,-0.910125813,100
1603,24,79.15499878,1213.25,-0.456207922,100
1604,24,78.33799744,1208.25,-0.090730718,100
1605,24,78.53500366,1204.25,0.000673246,100
1606,24,78.58499908,1211.75,0.091865356,100
1607,24,78.70700073,1202.5,0.274651279,100
1608,24,78.77999878,1207.5,0.63936717,100
1609,24,78.85099792,1210,0.547360955,100
1610,24,79.08000183,1207.25,0.638842151,100
1611,24,78.65599823,1214,0.547922381,100
1612,24,78.7539978,1199.75,0.637583811,100
1613,24,79.62799835,1217.75,0.635318653,100
1614,24,79.47599792,1206.5,0.362410601,100
1615,24,79.44200134,1213.5,0.270929404,100
1616,24,79.13500214,1217,0.361849175,100
1617,24,79.11699677,1218.25,0.089907009,100
1618,24,79.18800354,1216.25,-0.363328787,100
1619,24,79.17700195,1224,-0.36333451,100
1620,24,79.44000244,1214.5,-0.454230746,100
1621,24,79.13200378,1229.25,-0.545260286,100
1622,24,79.29100037,1221.25,-0.545387358,100
1623,24,78.89700317,1211,-0.636221664,100
1624,24,79.25,1210.75,-0.454600014,100
1625,24,79.3239975,1213.5,-0.454042891,100
1626,24,79.70600128,1217.25,-0.453286753,100
1627,24,79.69400024,1220.5,-0.452779474,100
1628,24,79.81900024,1218.5,-0.453273305,100
1629,24,79.21399689,1209.25,-0.544502966,100
1630,24,78.93000031,1211.25,-0.636891174,100
1631,24,78.91400146,1207.25,-0.63810943,100
1632,24,78.6969986,1211,-0.547561839,100
1633,24,78.69499969,1207.25,-0.365448639,100
1634,24,78.80999756,1205.25,-0.45709075,100
1635,24,78.66999817,1216,-0.365701303,100
1636,24,78.81800079,1215.5,-0.365368275,100
1637,24,78.83599854,1212.75,-0.365368275,100
1638,24,79.1309967,1217.25,-0.365368275,100
1639,24,79.19999695,1216.5,-0.272715627,100
1640,24,79.61799622,1219,-0.090947872,100
1641,24,79.9940033,1216.5,-0.090485107,100
1642,24,79.2460022,1208.25,0.000151961,100
1643,24,79.52700043,1224,0.000151961,100
1644,24,79.34899902,1214.5,0.181157868,100
1645,24,79.37200165,1219.75,0.090727987,100
1646,24,79.24199677,1218.25,0.090058743,100
1647,24,79.04699707,1210.5,-0.368138213,100
1648,24,78.56300354,1211.5,-0.642672484,100
1649,24,78.14600372,1209.5,-0.82411802,100
1650,24,79.21199799,1225,-1.005544597,100
1651,24,79.62599945,1214.25,-1.278755438,100
1652,24,79.11499786,1218,-1.093571969,100
1653,24,78.8769989,1203.25,-0.819037699,100
1654,24,79.03800201,1222.5,-0.911346278,100
1655,24,78.61799622,1213,-0.638376569,100
1656,24,78.78700256,1209.75,-0.457054352,100
1657,24,78.51499939,1207.25,-0.458231823,100
1658,24,78.64399719,1207.75,-0.458231823,100
1659,24,78.25800323,1203.5,-0.275264491,100
1660,24,78.52100372,1205.25,-0.458950282,100
1661,24,78.28900146,1201.5,-0.27569655,100
1662,24,77.99099731,1207.25,-0.09214266,100
1663,24,78.0530014,1209,-0.09214266,100
1664,24,78.27799988,1210,-0.183753351,100
1665,24,78.69999695,1213.75,-0.091610692,100
1666,24,78.48600006,1214.5,-0.091610692,100
1667,24,79.41699982,1217.5,-0.182366577,100
1668,24,78.89900208,1223.75,-0.3627565,100
1669,24,79.76899719,1221.5,-0.271145808,100
1670,24,79.88500214,1218.5,-0.452552671,100
1671,24,79.52700043,1224,-0.634360345,100
1672,24,79.23200226,1216,-0.634576497,100
1673,24,79.17700195,1211.75,-0.636277027,100
1674,24,79.11399841,1215.75,-0.545030891,100
1675,24,79.0490036,1211.25,-0.363624028,100
1676,24,78.76499939,1217.5,-0.181816354,100
1677,24,78.92700195,1205.75,-0.182327549,100
1678,24,78.60800171,1208.75,-0.091644544,100
1679,24,78.79699707,1211,-0.274220732,100
1680,24,78.73999786,1211,-0.456609571,100
1681,24,78.92900085,1215,-0.547797926,100
1682,24,78.97599792,1212,-0.547442167,100
1683,24,78.93800354,1218.5,-0.456034719,100
1684,24,79.08300018,1220.25,-0.546335766,100
1685,24,79.15100098,1212.25,-0.454789837,100
1686,24,79.41200256,1215.75,-0.363601483,100
1687,24,79.10399628,1212.25,-0.180966074,100
1688,24,78.58799744,1209,0.001987309,100
1689,24,78.77600098,1217,0.183618408,100
1690,24,78.64099884,1208,0.365894884,100
1691,24,78.64199829,1216.25,0.274076539,100
1692,24,78.84999847,1209,0.366906124,100
1693,24,77.98200226,1209.5,0.459029808,100
1694,24,78.25299835,1210.25,0.642014577,100
1695,24,78.79399872,1205,0.550581012,100
1696,24,78.59600067,1216,0.642399357,100
1697,24,78.76100159,1208.75,0.730958115,100
1698,24,79.04199982,1214,0.546812873,100
1699,24,79.26000214,1221.5,0.636834763,100
1700,24,79.10099792,1215.75,0.727920445,100
1701,24,79.13700104,1222.25,0.727920445,100
1702,24,78.95500183,1220.5,0.546208192,100
1703,24,78.78399658,1217,0.546376457,100
1704,24,79.13899994,1214.25,0.455396667,100
1705,24,78.9280014,1214,0.728996855,100
1706,24,79.29100037,1212,1.003362871,100
1707,24,78.65299988,1212.75,1.186942725,100
1708,24,78.8010025,1199.75,1.280186356,100
1709,24,78.42500305,1208.25,1.46857414,100
1710,24,77.80400085,1204.25,1.382159196,100
1711,24,77.69799805,1197.75,1.664684755,100
1712,24,77.54599762,1202,1.854359095,100
1713,24,77.60099792,1194,2.322192421,100
1714,24,77.42500305,1201.5,2.41656976,100
1715,24,77.13400269,1197.25,2.508423098,100
1716,24,77.77400208,1200.75,2.504606949,100
1717,24,77.84999847,1201.25,2.314743136,100
1718,24,78.36699677,1213.25,1.845184494,100
1719,24,78.96800232,1217.5,1.562384865,100
1720,24,78.73699951,1225.5,1.463671253,100
1721,24,79.51200104,1229,0.910595827,100
1722,24,79.65599823,1223.25,0.636021419,100
1723,24,79.59300232,1225.25,0.362522844,100
1724,24,79.23899841,1228.5,-0.000982432,100
1725,24,79.20899963,1218.25,-0.363330653,100
1726,24,79.45800018,1214.25,-0.363330653,100
1727,24,78.89299774,1215.5,-0.545520463,100
1728,24,79.06199646,1214.25,-0.817952342,100
1729,24,79.01399994,1220,-0.817457763,100
1730,24,79.52799988,1220.25,-1.087675552,100
