VehicleSpeed[km/h],EngineFuelRate[L/h]
44.30700137,6.050000191
44.14999988,6.800000191
44.17600085,7.099999905
44.18300082,7.349999905
44.33099963,8.300000191
44.29099872,8.199999809
43.92899921,8.399999619
44.45699908,8.25
44.11799838,7.949999809
44.05399921,8.399999619
44.67099979,8.300000191
44.37999942,8.300000191
44.45599963,8.850000381
44.45200183,8.550000191
44.50800159,7.949999809
44.23700168,7.099999905
44.66499927,7.099999905
43.52699878,0.0
42.20500018,0.0
40.78999927,0.0
38.35500171,0.0
36.19999911,12.39999962
33.5879996,0.0
31.36299922,0.0
28.26000049,0.0
24.47299983,8.850000381
21.31699969,0.0
17.98600032,0.0
14.59200027,15.44999981
11.79700019,0.0
8.462000153,0.0
4.96699979,1.049999952
2.316000006,1.299999952
0.150999999,1.799999952
0.155999994,1.450000048
0.082000001,1.5
0.036000001,1.5
0.111,1.5
0.043999998,1.5
0.244999996,1.450000048
0.117999999,1.450000048
0.117999999,1.450000048
0.040000001,1.450000048
0.123000002,1.450000048
0.033999999999999996,1.450000048
0.069999999,1.450000048
0.10100000199999999,1.450000048
0.02,1.450000048
0.064000002,1.450000048
0.024000001,1.450000048
0.109000003,1.450000048
0.112000002,1.450000048
0.079000002,1.450000048
0.014999999,1.5
0.09899999799999999,1.450000048
0.241000003,1.5
0.169999993,1.450000048
0.054999997999999994,1.5
0.036000001,1.450000048
0.056999998999999996,1.5
0.295000008,1.5
0.166,1.450000048
0.10100000199999999,1.5
0.106999999,1.5
0.133999995,1.450000048
0.054,1.5
0.043,1.5
0.169999993,1.450000048
0.030000000000000002,1.5
0.011,1.450000048
0.053000002,1.450000048
0.049999998999999996,4.949999809
1.515000007,6.849999905
3.477000019,9.149999619
6.5470001909999995,21.54999924
9.670000336,24.10000038
11.78599956,24.54999924
13.35600021,13.94999981
13.03300025,0.0
13.03699996,18.45000076
15.51900031,37.95000076
18.28500011,40.59999847
21.07699992,41.75
23.34300067,41.79999924
24.74600055,41.20000076
25.02499988,3.25
24.42600085,6.400000095
24.60100009,28.54999924
26.16600063,40.79999924
27.67000034,29.75
28.59600093,17.35000038
28.9440005,5.75
28.07300021,1.0
27.09199931,0.0
26.24799945,0.0
24.24399974,0.0
22.69100024,0.0
20.88200023,0.0
19.02400043,0.0
15.95800044,5.650000095
13.306000019999999,0.0
8.279999992,0.0
4.648000023,2.349999905
2.1210000719999997,1.450000048
0.074,0.649999976
0.176000005,1.600000024
0.011,1.5
0.052,1.5
0.188,1.549999952
0.080999999,1.75
0.097000001,1.799999952
0.123000002,1.75
0.069999999,1.75
0.511999986,2.400000095
1.2990000460000002,11.0
4.7829997749999995,13.14999962
8.663000366,23.10000038
10.51799991,12.89999962
10.52699973,0.0
10.47200038,9.75
12.58900001,31.60000038
15.622,24.10000038
16.94899966,9.25
16.57300021,4.449999809
16.8209994,1.200000048
15.98800018,5.449999809
14.568000099999999,15.60000038
15.43200042,20.35000038
18.55100085,31.14999962
21.01700046,36.54999924
24.34000041,34.04999924
26.0860007,7.5
26.59499957,6.150000095
28.07200076,37.25
29.72600009,55.95000076
33.57100131,64.69999695
36.0349982,63.09999847
38.17700031,63.09999847
40.47199847,48.95000076
41.94100024,43.45000076
42.85600116,30.25
42.98000171,0.0
42.13300159,18.04999924
42.44899966,48.40000153
43.6540015,60.65000153
45.91599872,50.20000076
47.26199939,51.90000153
48.19700076,57.5
49.37100055,58.20000076
49.53800037,59.54999924
50.17399814,59.65000153
50.28999927,59.45000076
50.51199939,59.90000153
50.71000125,60.04999924
50.90099933,59.90000153
51.49600055,65.25
51.91900089,65.90000153
53.57200076,66.0
