廠商名稱,污染審驗編號,國產/進口,引擎族,引擎型式,車型名稱,總重,my_數量_1_11,my_車型名稱,車種底盤別,進口國產別,核章_12月,my_數量_1_12,my_車型名稱_full
航偉汽車股份有限公司,C1D691001H-1,進口,LDC10.8FZAA,DDi11E465-60,DONGFENG DFH4180D80  10800c.c. M14 2D  曳引車,18000.0,0.0,DONGFENG DFH4180D80 10800c.c. M14 2D,曳引車,,0.0,0.0,DONGFENG DFH4180D80 10800c.c. M14 2D 曳引車
航偉汽車股份有限公司,C3D691001R-1,進口,NCE13.5EZAB,Z14EVIE480,DONGFENG DFH4180D81  13480c.c. A12 2D  曳引車,18000.0,0.0,DONGFENG DFH4180D81 13480c.c. A12 2D,曳引車,,0.0,0.0,DONGFENG DFH4180D81 13480c.c. A12 2D 曳引車
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6H-C,ISUZU FVR90LA6  5193c.c. A6 2D  大貨車底盤,15000.0,3.0,ISUZU FVR90LA6 5193c.c. A6 2D,大貨車底盤,進口,5.0,8.0,ISUZU FVR90LA6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NLR85FAJ6  2999c.c. A5 2D  貨車底盤,5000.0,0.0,ISUZU NLR85FAJ6 2999c.c. A5 2D,貨車底盤,進口,82.0,82.0,ISUZU NLR85FAJ6 2999c.c. A5 2D 貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NLR85FMJ6  2999c.c. M5 2D  貨車底盤,5000.0,23.0,ISUZU NLR85FMJ6 2999c.c. M5 2D,貨車底盤,進口,98.0,121.0,ISUZU NLR85FMJ6 2999c.c. M5 2D 貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NLR85HAJ6  2999c.c. A5 2D  貨車底盤,5000.0,3.0,ISUZU NLR85HAJ6 2999c.c. A5 2D,貨車底盤,進口,138.0,141.0,ISUZU NLR85HAJ6 2999c.c. A5 2D 貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NLR85HMJ6  2999c.c. M5 2D  貨車底盤,5000.0,5.0,ISUZU NLR85HMJ6 2999c.c. M5 2D,貨車底盤,進口,29.0,34.0,ISUZU NLR85HMJ6 2999c.c. M5 2D 貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NMR85FAJ6  2999c.c. A6 2D  大貨車底盤,6500.0,0.0,ISUZU NMR85FAJ6 2999c.c. A6 2D,大貨車底盤,進口,1.0,1.0,ISUZU NMR85FAJ6 2999c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NMR85FMJ6  2999c.c. M5 2D  大貨車底盤,6500.0,3.0,ISUZU NMR85FMJ6 2999c.c. M5 2D,大貨車底盤,進口,1.0,4.0,ISUZU NMR85FMJ6 2999c.c. M5 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NMR85HAJ6  2999c.c. A6 2D  大貨車底盤,6500.0,4.0,ISUZU NMR85HAJ6 2999c.c. A6 2D,大貨車底盤,進口,4.0,8.0,ISUZU NMR85HAJ6 2999c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NMR85HMJ6  2999c.c. M5 2D  大貨車底盤,6500.0,1.0,ISUZU NMR85HMJ6 2999c.c. M5 2D,大貨車底盤,進口,17.0,18.0,ISUZU NMR85HMJ6 2999c.c. M5 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75FAJ6  5193c.c. A6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR75FAJ6 5193c.c. A6 2D,大貨車底盤,進口,2.0,2.0,ISUZU NPR75FAJ6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75FMJ6  5193c.c. M6 2D  大貨車底盤,7500.0,4.0,ISUZU NPR75FMJ6 5193c.c. M6 2D,大貨車底盤,進口,3.0,7.0,ISUZU NPR75FMJ6 5193c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75HAJ6  5193c.c. A6 2D  大貨車底盤,7500.0,2.0,ISUZU NPR75HAJ6 5193c.c. A6 2D,大貨車底盤,進口,1.0,3.0,ISUZU NPR75HAJ6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75HMJ6  5193c.c. M6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR75HMJ6 5193c.c. M6 2D,大貨車底盤,進口,1.0,1.0,ISUZU NPR75HMJ6 5193c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75KAJ6  5193c.c. A6 2D  大貨車底盤,7500.0,11.0,ISUZU NPR75KAJ6 5193c.c. A6 2D,大貨車底盤,進口,6.0,17.0,ISUZU NPR75KAJ6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75KAL6  5193c.c. A6 4D  大貨車底盤,7500.0,0.0,ISUZU NPR75KAL6 5193c.c. A6 4D,大貨車底盤,進口,1.0,1.0,ISUZU NPR75KAL6 5193c.c. A6 4D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75KMJ6  5193c.c. M6 2D  大貨車底盤,7500.0,7.0,ISUZU NPR75KMJ6 5193c.c. M6 2D,大貨車底盤,進口,6.0,13.0,ISUZU NPR75KMJ6 5193c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NPR75KML6  5193c.c. M6 4D  大貨車底盤,7500.0,0.0,ISUZU NPR75KML6 5193c.c. M6 4D,大貨車底盤,進口,1.0,1.0,ISUZU NPR75KML6 5193c.c. M6 4D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85FAJ6  2999c.c. A6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85FAJ6 2999c.c. A6 2D,大貨車底盤,,0.0,0.0,ISUZU NPR85FAJ6 2999c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85FMJ6  2999c.c. M6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85FMJ6 2999c.c. M6 2D,大貨車底盤,進口,7.0,7.0,ISUZU NPR85FMJ6 2999c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85HAJ6  2999c.c. A6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85HAJ6 2999c.c. A6 2D,大貨車底盤,,0.0,0.0,ISUZU NPR85HAJ6 2999c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85HMJ6  2999c.c. M6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85HMJ6 2999c.c. M6 2D,大貨車底盤,,0.0,0.0,ISUZU NPR85HMJ6 2999c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85KAJ6  2999c.c. A6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85KAJ6 2999c.c. A6 2D,大貨車底盤,進口,1.0,1.0,ISUZU NPR85KAJ6 2999c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647001H-1,進口,JSZ03.0FZA6-C3,4JJ1E6N-C,ISUZU NPR85KMJ6  2999c.c. M6 2D  大貨車底盤,7500.0,0.0,ISUZU NPR85KMJ6 2999c.c. M6 2D,大貨車底盤,,0.0,0.0,ISUZU NPR85KMJ6 2999c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NQR90KAJ6  5193c.c. A6 2D  大貨車底盤,9500.0,24.0,ISUZU NQR90KAJ6 5193c.c. A6 2D,大貨車底盤,進口,2.0,26.0,ISUZU NQR90KAJ6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NQR90KMJ6  5193c.c. M6 2D  大貨車底盤,9500.0,32.0,ISUZU NQR90KMJ6 5193c.c. M6 2D,大貨車底盤,進口,9.0,41.0,ISUZU NQR90KMJ6 5193c.c. M6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NQR90LAJ6  5193c.c. A6 2D  大貨車底盤,9500.0,17.0,ISUZU NQR90LAJ6 5193c.c. A6 2D,大貨車底盤,進口,14.0,31.0,ISUZU NQR90LAJ6 5193c.c. A6 2D 大貨車底盤
台北合眾汽車有限公司,C3D647002H-1,進口,JSZ05.2FZA4-C3,4HK1E6C-C,ISUZU NQR90LMJ6  5193c.c. M6 2D  大貨車底盤,9500.0,65.0,ISUZU NQR90LMJ6 5193c.c. M6 2D,大貨車底盤,進口,2.0,67.0,ISUZU NQR90LMJ6 5193c.c. M6 2D 大貨車底盤
常榮機械股份有限公司,C3D672002I-1,進口,NF3HGEE6E13,F3HGE611H＊P,IVECO AS440S53 3650  12882c.c. A12 2D  曳引車,19500.0,8.0,IVECO AS440S53 3650 12882c.c. A12 2D,曳引車,進口,4.0,12.0,IVECO AS440S53 3650 12882c.c. A12 2D 曳引車
常榮機械股份有限公司,C3D672002I-1,進口,NF3HGEE6E13,F3HGE611H＊P,IVECO AS440S53 3800  12882c.c. A12 2D  曳引車,25000.0,1.0,IVECO AS440S53 3800 12882c.c. A12 2D,曳引車,,0.0,1.0,IVECO AS440S53 3800 12882c.c. A12 2D 曳引車
常榮機械股份有限公司,C3D672002I-1,進口,NF3HGEE6E13,F3HGE611H＊P,IVECO AS440S53 4595  12882c.c. A12 2D  曳引車,25000.0,0.0,IVECO AS440S53 4595 12882c.c. A12 2D,曳引車,進口,1.0,1.0,IVECO AS440S53 4595 12882c.c. A12 2D 曳引車
常榮機械股份有限公司,C3D672002I-1,進口,NF3HGEE6E13,F3HGE611A＊P,IVECO AS440S57 3800  12882c.c. A12 2D  曳引車,25000.0,2.0,IVECO AS440S57 3800 12882c.c. A12 2D,曳引車,,0.0,2.0,IVECO AS440S57 3800 12882c.c. A12 2D 曳引車
常榮機械股份有限公司,C3D672002I-1,進口,NF3HGEE6E13,F3HGE611A＊P,IVECO AS440S57 4595  12882c.c. A12 2D  曳引車,25000.0,5.0,IVECO AS440S57 4595 12882c.c. A12 2D,曳引車,進口,1.0,6.0,IVECO AS440S57 4595 12882c.c. A12 2D 曳引車
常榮機械股份有限公司,C0D672002I-1,進口,KFPT4485JA0,F4AFE411C＊N,IVECO ML100E21D 3690  4485c.c. A6 4D  大貨車底盤,10000.0,0.0,IVECO ML100E21D 3690 4485c.c. A6 4D,大貨車底盤,,0.0,0.0,IVECO ML100E21D 3690 4485c.c. A6 4D 大貨車底盤
常榮機械股份有限公司,C1D672002I-2,進口,LFPT6728JA0,F4AFE611E＊P,IVECO ML150E25D 4185  6728c.c. A12 4D  大貨車底盤,15000.0,1.0,IVECO ML150E25D 4185 6728c.c. A12 4D,大貨車底盤,,0.0,1.0,IVECO ML150E25D 4185 6728c.c. A12 4D 大貨車底盤
常榮機械股份有限公司,C0D672001I-2,進口,KFPT6728JA0,F4AFE611E＊N,IVECO ML150E25D 4455  6728c.c. A6 4D  大貨車底盤,15000.0,0.0,IVECO ML150E25D 4455 6728c.c. A6 4D,大貨車底盤,,0.0,0.0,IVECO ML150E25D 4455 6728c.c. A6 4D 大貨車底盤
常榮機械股份有限公司,C0D672001I-2,進口,KFPT6728JA0,F4AFE611K＊N,IVECO ML150E28W 4X4 3690  6728c.c. M6 2D  大貨車底盤,15000.0,0.0,IVECO ML150E28W 4X4 3690 6728c.c. M6 2D,大貨車底盤,,0.0,0.0,IVECO ML150E28W 4X4 3690 6728c.c. M6 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-2,進口,KFPT6728JA0,F4AFE611K＊N,IVECO ML150E28W 4X4 3915  6728c.c. M6 2D  大貨車底盤,15000.0,0.0,IVECO ML150E28W 4X4 3915 6728c.c. M6 2D,大貨車底盤,,0.0,0.0,IVECO ML150E28W 4X4 3915 6728c.c. M6 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-2,進口,KFPT6728JA0,F4AFE611K＊N,IVECO ML150E28W 4X4 4150  6728c.c. M6 2D  大貨車底盤,15000.0,0.0,IVECO ML150E28W 4X4 4150 6728c.c. M6 2D,大貨車底盤,,0.0,0.0,IVECO ML150E28W 4X4 4150 6728c.c. M6 2D 大貨車底盤
常榮機械股份有限公司,C1D672002I-1,進口,LFPT6728JA0,F4AFE611D＊P,IVECO ML180E32 3690  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 3690 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 3690 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C1D672002I-1,進口,LFPT6728JA0,F4AFE611D＊P,IVECO ML180E32 3690  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 3690 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 3690 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-3,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 4185  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 4185 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 4185 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 4185  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 4185 6728c.c. M9 2D,大貨車底盤,進口,1.0,1.0,IVECO ML180E32 4185 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-3,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 5175  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 5175 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 5175 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 5175  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 5175 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 5175 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 5670  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 5670 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 5670 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 5670  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 5670 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 5670 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 6210  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 6210 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 6210 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 6210  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 6210 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 6210 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 6570  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 6570 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 6570 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32 6570  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32 6570 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32 6570 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-4,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32K 3690  6728c.c. A12 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32K 3690 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32K 3690 6728c.c. A12 2D 大貨車底盤
常榮機械股份有限公司,C0D672001I-1,進口,KFPT6728JA0,F4AFE611D＊N,IVECO ML180E32K 3690  6728c.c. M9 2D  大貨車底盤,18500.0,0.0,IVECO ML180E32K 3690 6728c.c. M9 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32K 3690 6728c.c. M9 2D 大貨車底盤
常榮機械股份有限公司,B8D672001I-1,進口,IFPT6728JA0,F4AFE611D＊J,IVECO ML180E32P 6570  6728c.c. A12 2D  大貨車底盤,18000.0,0.0,IVECO ML180E32P 6570 6728c.c. A12 2D,大貨車底盤,,0.0,0.0,IVECO ML180E32P 6570 6728c.c. A12 2D 大貨車底盤
德曼汽車股份有限公司,C1D675006G-2,進口,KMN06.8FZA0-C1,D0836LFLAQ,MAN TGL 12.250 4X2 BB  6871c.c. A12 4D  消防車底盤,12800.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D,消防車底盤,,0.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4X2 BB  6871c.c. A12 4D (奧地利) 消防車底盤,12800.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (奧地利),消防車底盤,,0.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (奧地利) 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4X2 BB  6871c.c. A12 4D (德國) 消防車底盤,12800.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (德國),消防車底盤,,0.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (德國) 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4X2 BB  6871c.c. A12 4D (波蘭) 消防車底盤,12800.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (波蘭),消防車底盤,,0.0,0.0,MAN TGL 12.250 4X2 BB 6871c.c. A12 4D (波蘭) 消防車底盤
德曼汽車股份有限公司,C2D675003G-1,進口,KMN06.8FZA0-C2,D0836LFLAQ,MAN TGL 12.250 4x2 BB CH  6871c.c. A12 4D  消防車底盤,12800.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D,消防車底盤,,0.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4x2 BB CH  6871c.c. A12 4D (奧地利) 消防車底盤,12800.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (奧地利),消防車底盤,,0.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (奧地利) 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4x2 BB CH  6871c.c. A12 4D (德國) 消防車底盤,12800.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (德國),消防車底盤,,0.0,0.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (德國) 消防車底盤
德曼汽車股份有限公司,C3D675004G-1,進口,KMN06.8FZA0-C3,D0836LFLAQ,MAN TGL 12.250 4x2 BB CH  6871c.c. A12 4D (波蘭) 消防車底盤,12800.0,2.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (波蘭),消防車底盤,,0.0,2.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A12 4D (波蘭) 消防車底盤
德曼汽車股份有限公司,C4D675006H-1,進口,MMN06.8FZA9-C4,D0836LFLBN,MAN TGL 12.250 4x2 BB CH  6871c.c. A8 4D 軸距3900mm 消防車底盤,12800.0,6.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A8 4D 軸距3900mm,消防車底盤,,0.0,6.0,MAN TGL 12.250 4x2 BB CH 6871c.c. A8 4D 軸距3900mm 消防車底盤
德曼汽車股份有限公司,C1D675005G-2,進口,LMN04.6FZA6,D0834LFLAJ,MAN TGL 8.190 4X2 BB  4580c.c. A6 4D  消防車底盤,8800.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. A6 4D,消防車底盤,,0.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. A6 4D 消防車底盤
德曼汽車股份有限公司,C1D675005G-1,進口,LMN04.6FZA6,D0834LFLAJ,MAN TGL 8.190 4X2 BB  4580c.c. M6 4D  消防車底盤,8800.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. M6 4D,消防車底盤,,0.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. M6 4D 消防車底盤
德曼汽車股份有限公司,C3D675005G-1,進口,LMN04.6FZA6-C3,D0834LFLAJ,MAN TGL 8.190 4X2 BB  4580c.c. M6 4D (奧地利) 消防車底盤,8800.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. M6 4D (奧地利),消防車底盤,,0.0,0.0,MAN TGL 8.190 4X2 BB 4580c.c. M6 4D (奧地利) 消防車底盤
德曼汽車股份有限公司,C3D675005G-1,進口,LMN04.6FZA6-C3,D0834LFLAJ,MAN TGL 8.190 4x2 BB CH  4580c.c. A6 2D 軸距3050mm (德國) 消防車底盤,8800.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 2D 軸距3050mm (德國),消防車底盤,,0.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 2D 軸距3050mm (德國) 消防車底盤
德曼汽車股份有限公司,C3D675005G-1,進口,LMN04.6FZA6-C3,D0834LFLAJ,MAN TGL 8.190 4x2 BB CH  4580c.c. A6 2D 軸距3050mm (波蘭) 消防車底盤,8800.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 2D 軸距3050mm (波蘭),消防車底盤,,0.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 2D 軸距3050mm (波蘭) 消防車底盤
德曼汽車股份有限公司,C2D675005G-1,進口,LMN04.6FZA6-C2,D0834LFLAJ,MAN TGL 8.190 4x2 BB CH  4580c.c. A6 4D  消防車底盤,8800.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D,消防車底盤,,0.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D 消防車底盤
德曼汽車股份有限公司,C3D675005G-1,進口,LMN04.6FZA6-C3,D0834LFLAJ,MAN TGL 8.190 4x2 BB CH  4580c.c. A6 4D (德國) 消防車底盤,8800.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D (德國),消防車底盤,,0.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D (德國) 消防車底盤
德曼汽車股份有限公司,C3D675005G-1,進口,LMN04.6FZA6-C3,D0834LFLAJ,MAN TGL 8.190 4x2 BB CH  4580c.c. A6 4D (波蘭) 消防車底盤,8800.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D (波蘭),消防車底盤,,0.0,0.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A6 4D (波蘭) 消防車底盤
德曼汽車股份有限公司,C4D675007H-1,進口,MMN04.6FZA5-C4,D0834LFLAU,MAN TGL 8.190 4x2 BB CH  4580c.c. A8 2D 軸距3050mm 消防車底盤,8800.0,1.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A8 2D 軸距3050mm,消防車底盤,,0.0,1.0,MAN TGL 8.190 4x2 BB CH 4580c.c. A8 2D 軸距3050mm 消防車底盤
德曼汽車股份有限公司,C4D675004G-4,進口,KMN06.8FZA0-C4,D0836LFLAQ,MAN TGM 13.250 4x4 BB CH  6871c.c. A12 4D (德國) 消防車底盤,14100.0,0.0,MAN TGM 13.250 4x4 BB CH 6871c.c. A12 4D (德國),消防車底盤,,0.0,0.0,MAN TGM 13.250 4x4 BB CH 6871c.c. A12 4D (德國) 消防車底盤
德曼汽車股份有限公司,C4D675004G-4,進口,KMN06.8FZA0-C4,D0836LFLAQ,MAN TGM 13.250 4x4 BB CH  6871c.c. A12 4D (波蘭) 消防車底盤,14100.0,2.0,MAN TGM 13.250 4x4 BB CH 6871c.c. A12 4D (波蘭),消防車底盤,,0.0,2.0,MAN TGM 13.250 4x4 BB CH 6871c.c. A12 4D (波蘭) 消防車底盤
德曼汽車股份有限公司,C4D675004G-2,進口,KMN06.8FZA0-C4,D0836LFLAP,MAN TGM 13.320 4x4 BB CH  6871c.c. A12 2D 軸距3600 mm (德國) 大貨車底盤,14100.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600 mm (德國),大貨車底盤,,0.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600 mm (德國) 大貨車底盤
德曼汽車股份有限公司,C4D675004G-2,進口,KMN06.8FZA0-C4,D0836LFLAP,MAN TGM 13.320 4x4 BB CH  6871c.c. A12 2D 軸距3600 mm (波蘭) 大貨車底盤,14100.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600 mm (波蘭),大貨車底盤,,0.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600 mm (波蘭) 大貨車底盤
德曼汽車股份有限公司,C4D675004G-3,進口,KMN06.8FZA0-C4,D0836LFLAP,MAN TGM 13.320 4x4 BB CH  6871c.c. A12 2D 軸距3600mm (德國) 大貨車底盤,14100.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600mm (德國),大貨車底盤,,0.0,0.0,MAN TGM 13.320 4x4 BB CH 6871c.c. A12 2D 軸距3600mm (德國) 大貨車底盤
