time[s],VehicleWeight[ton],VehicleSpeed[km/h],EngineSpeed[rpm],grad[%]
2833,22.5,78.91200256,1214.5,0.457040134
2834,22.5,78.73100281,1214.75,0.913459794
2835,22.5,79.19499969,1213.5,0.455911455
2836,22.5,79.31900024,1211,0.454220281
2837,22.5,79.1309967,1218,0.908798876
2838,22.5,78.89299774,1213.5,0.455628741
2839,22.5,78.94100189,1221,0
2840,22.5,79.21499634,1214,0.910496907
2841,22.5,78.83000183,1217.75,0.455559533
2842,22.5,78.65299988,1215.75,0.457193937
2843,22.5,78.46099854,1215.75,0.458267718
2844,22.5,78.78700256,1218.25,0.915754389
2845,22.5,78.70899963,1218.25,0.914303711
2846,22.5,78.96499634,1216.5,0.456640127
2847,22.5,78.21900177,1224,0
2848,22.5,78.76200104,1214.25,0.458655967
2849,22.5,78.9240036,1224.25,0.456605352
2850,22.5,78.09600067,1222.25,0.458533331
2851,22.5,79.08300018,1220.75,0
2852,22.5,78.9240036,1225,0.455677735
2853,22.5,79.46299744,1222.25,0.454584487
2854,22.5,78.72100067,1214,0.910335741
2855,22.5,79.36799622,1221.5,0.910874141
2856,22.5,79.24299622,1217.75,-0.907876415
2857,22.5,78.73999786,1221.25,-0.455746987
2858,22.5,78.8789978,1217,-0.456799469
2859,22.5,79.02400208,1216,-0.45597787
2860,22.5,79.30500031,1220,0.909502018
2861,22.5,79.12000275,1212.25,-0.454475444
2862,22.5,78.15000153,1216.5,0
2863,22.5,78.76699829,1217.75,-1.835363452
2864,22.5,79.18699646,1211.25,0.45583066
2865,22.5,78.87799835,1224.5,-0.455510556
2866,22.5,78.96199799,1210.75,-0.456159879
2867,22.5,78.21900177,1210.25,-1.374208417
2868,22.5,79.11000061,1213.25,-0.457641455
2869,22.5,79.15499878,1211,0
2870,22.5,79.00099945,1216.25,-0.455248453
2871,22.5,78.84799957,1212.5,0.456133862
2872,22.5,79.01699829,1218,-0.456087635
2873,22.5,78.84799957,1215.5,-0.912175271
2874,22.5,79.19599915,1216.75,-0.911133484
2875,22.5,78.28099823,1222.25,-0.457211369
2876,22.5,79.06300354,1216,-1.372784792
2877,22.5,78.4260025,1213.75,-0.914353013
2878,22.5,78.65200043,1224.5,-1.375109492
2879,22.5,78.8259964,1210,-0.914416935
2880,22.5,79.18299866,1212.75,-1.36700732
2881,22.5,78.9980011,1214.5,-0.910352997
2882,22.5,79.1289978,1208.75,0
2883,22.5,79.39499664,1212.25,-0.454191644
2884,22.5,78.29100037,1205.5,-0.456605374
2885,22.5,78.01499939,1206.75,0.46063666
2886,22.5,78.03099823,1204,0.922808335
2887,22.5,78.1309967,1205,0
2888,22.5,78.56600189,1205.75,0
2889,22.5,78.45800018,1207,0.458530369
2890,22.5,78.58699799,1210.75,0
2891,22.5,78.39199829,1214.75,-0.917323659
2892,22.5,78.28600311,1216.5,0
2893,22.5,77.43800354,1218,0
2894,22.5,74.04399872,1215.25,-2.376519947
2895,22.5,79.11000061,1218.75,-1.880458412
2896,22.5,78.64600372,1222.5,-1.825602313
2897,22.5,79.29399872,1219,-0.455871043
2898,22.5,79.06199646,1220.25,1.364011843
2899,22.5,79.625,1214.25,-1.361166684
2900,22.5,79.3239975,1217.25,-0.905954422
2901,22.5,79.25299835,1218.5,-0.454039839
2902,22.5,79.10500336,1216.5,-0.454659094
2903,22.5,78.85299683,1207.75,0
2904,22.5,78.89299774,1212,0
2905,22.5,78.84899902,1209,-0.456443275
2906,22.5,78.75299835,1219.5,-0.913697476
2907,22.5,78.95400238,1216,0
2908,22.5,79.29199982,1212.5,-0.909970408
2909,22.5,78.97499847,1215.75,-1.364787499
2910,22.5,78.22299957,1212.5,-0.458022841
2911,22.5,79.28600311,1214.25,0
2912,22.5,79.08799744,1214,-0.454613165
2913,22.5,78.52500153,1215.5,-0.456816849
2914,22.5,78.83300018,1220.75,-0.915114234
2915,22.5,78.97000122,1217.25,0.91253364
2916,22.5,79.46600342,1217.5,0
2917,22.5,79.14600372,1214.75,-0.453939616
2918,22.5,78.76699829,1208,0.455948989
2919,22.5,78.76699829,1209.5,0.45704594
2920,22.5,79.21399689,1211.75,0.911496848
2921,22.5,80.00299835,1211.75,0.452214749
2922,22.5,78.71700287,1207.25,0
2923,22.5,78.47299957,1201.75,0.458046138
2924,22.5,78.52600098,1214,0
2925,22.5,79.19200134,1216.5,0.456512716
2926,22.5,78.41000366,1211.75,0.456840036
2927,22.5,78.79100037,1213.25,0.458014082
2928,22.5,78.72000122,1209.5,0.457112664
2929,22.5,79.13500214,1206.5,0
2930,22.5,78.45999908,1210.25,0.456869019
2931,22.5,78.50299835,1212.25,1.376117023
2932,22.5,78.59300232,1213,0.91664044
2933,22.5,79.54599762,1210,0.455297388
2934,22.5,79.10199738,1218.25,0.453828021
2935,22.5,79.08000183,1220.5,0
2936,22.5,79.20400238,1219.25,0.454880289
2937,22.5,79.29199982,1217.5,0.454271859
2938,22.5,79.38899994,1222.75,0.453742248
2939,22.5,79.81500244,1217,0.904494718
2940,22.5,79.18900299,1210.75,0.452820502
2941,22.5,79.24500275,1210.25,0.454449619
2942,22.5,79.0490036,1213.5,0
2943,22.5,79.13899994,1220,0
2944,22.5,79.32099915,1220,0
2945,22.5,79.24299622,1219.25,0
2946,22.5,79.16899872,1219.75,-0.909025527
2947,22.5,80.12000275,1223,-0.904012065
2948,22.5,79.81999969,1227,-0.450170517
2949,22.5,79.70600128,1220.75,-1.35400782
2950,22.5,79.8030014,1218.25,-1.354160688
2951,22.5,79.8259964,1218,-1.804181761
2952,22.5,80.39199829,1229.75,-2.246938621
2953,22.5,79.81999969,1216.75,-1.348210218
2954,22.5,79.94799805,1215,-1.351965499
2955,22.5,79.47599792,1214,-1.806501742
2956,22.5,79.30400085,1201.75,-0.906918682
2957,22.5,78.59999847,1204.25,-0.911941305
2958,22.5,78.68000031,1217.75,-1.373352127
2959,22.5,78.56300354,1205,-1.831558285
2960,22.5,78.48300171,1215.5,-1.375389667
2961,22.5,78.9940033,1208.75,-1.828836701
2962,22.5,78.67900085,1206.75,-1.369928999
2963,22.5,79.23699951,1209.5,-1.367812333
2964,22.5,78.73400116,1212.5,-1.823117694
2965,22.5,79.20300293,1224.25,-1.823518789
2966,22.5,79.72699738,1217,-1.359085461
2967,22.5,78.8030014,1219.5,-0.908348882
2968,22.5,78.56800079,1205,0
2969,22.5,78.85500336,1209.5,0
2970,22.5,78.65299988,1202.25,-0.457112681
2971,22.5,78.1989975,1195.25,0.459024474
2972,22.5,78.06400299,1206,0.460763414
2973,22.5,77.68199921,1201.25,1.849162883
2974,22.5,77.48500061,1198.5,1.392053858
2975,22.5,77.11399841,1191.5,0.931436685
2976,22.5,77.57900238,1199.25,0.930879526
2977,22.5,77.88899994,1198,1.852469461
2978,22.5,78.59700012,1201.75,0.920213611
2979,22.5,78.50299835,1208,2.291534077
2980,22.5,78.37400055,1203,0.917911359
2981,22.5,78.01699829,1212,0.920772604
2982,22.5,78.83899689,1210,1.377055767
2983,22.5,79.3710022,1218.75,2.275456685
2984,22.5,79.14199829,1226,0.454223145
2985,22.5,80.75499725,1230.25,2.701741031
2986,22.5,80.45700073,1224.5,-0.44661858
2987,22.5,80.00299835,1222.5,-0.448711667
2988,22.5,79.4489975,1214.75,0
2989,22.5,79.30200195,1213.75,-0.453533558
2990,22.5,78.91699982,1195.75,-0.910134343
2991,22.5,79.58899689,1210.5,-1.362721016
2992,22.5,78.80999756,1210.5,-0.909100135
2993,22.5,78.88800049,1209,-0.456570625
2994,22.5,78.78900146,1207.5,-0.456631422
2995,22.5,78.20800018,1203,-0.917209741
2996,22.5,78.23500061,1192,0.460233269
2997,22.5,77.36000061,1193.75,0
2998,22.5,77.9260025,1197.25,0
2999,22.5,77.8690033,1199.25,0
3000,22.5,78.97399902,1204.75,-0.459059522
3001,22.5,79.09700012,1214.5,-0.910986506
3002,22.5,79.40000153,1218,-0.454268995
3003,22.5,79.95899963,1231.5,0
3004,22.5,79.68399811,1220.25,-0.450999459
3005,22.5,79.74500275,1222.25,0.451604822
3006,22.5,78.46700287,1215.5,1.365261884
3007,22.5,78.84100342,1206.75,0.915396378
3008,22.5,77.10600281,1195,1.385091167
3009,22.5,77.34899902,1189,2.796932883
3010,22.5,76.81500244,1182.25,2.802203507
3011,22.5,77.10700226,1186.5,3.742160336
3012,22.5,77.49299622,1192,4.657179865
3013,22.5,77.48999786,1199.25,0.929128903
3014,22.5,78.21800232,1210,1.387217231
3015,22.5,77.64099884,1219,1.385864475
3016,22.5,79.74700165,1216.75,-0.457469905
3017,22.5,79.59999847,1229.75,-0.903683026
3018,22.5,79.67299652,1231.5,-0.452055752
3019,22.5,79.6989975,1229.25,-0.451774944
3020,22.5,80.40899658,1220.5,-1.349085997
3021,22.5,79.71099854,1223.25,-2.248313833
3022,22.5,79.91400146,1219.5,-2.255285826
3023,22.5,79.89900208,1229.25,-2.70316097
3024,22.5,80.23000336,1229,-2.248187323
3025,22.5,79.92299652,1226.75,-2.247850495
3026,22.5,80.01399994,1227,-1.35052838
3027,22.5,80.33699799,1233,-3.143108267
3028,22.5,80.125,1235.25,-1.794815782
3029,22.5,80.89600372,1232.75,-2.68288151
3030,22.5,80.5,1235,-1.338319709
3031,22.5,79.7559967,1227.5,-0.449282867
3032,22.5,79.34300232,1211.75,-0.452550136
3033,22.5,79.09400177,1199,0
3034,22.5,78.09200287,1197,0
3035,22.5,77.76899719,1196.25,0.461951826
3036,22.5,77.75700378,1199.25,0
3037,22.5,77.81700134,1201,0.462804011
3038,22.5,78.33699799,1199.5,0
3039,22.5,78.17500305,1204.25,0
3040,22.5,78.60700226,1217,0.459229396
3041,22.5,78.74900055,1207.5,0
3042,22.5,79.30500031,1220.5,0
3043,22.5,79.37799835,1218.25,-0.907464444
3044,22.5,79.22899628,1220.5,0
3045,22.5,79.3219986,1222,-0.908228594
3046,22.5,79.58499908,1223.5,0
3047,22.5,79.5039978,1218.25,0
3048,22.5,79.17500305,1221.5,-0.453747964
3049,22.5,79.38600159,1211.25,-0.454077002
3050,22.5,78.97899628,1215.25,-0.909295293
3051,22.5,78.89499664,1213.75,0
3052,22.5,78.6309967,1207.25,0.457069161
3053,22.5,78.44300079,1205.25,0.916760135
3054,22.5,78.23000336,1194.25,0.459557624
3055,22.5,77.61799622,1201.25,0.923980722
3056,22.5,77.58000183,1197,1.855692277
3057,22.5,77.41500092,1197.75,1.858122657
3058,22.5,77.3730011,1193.75,1.860607558
3059,22.5,77.34100342,1201.25,2.326874035
3060,22.5,77.6969986,1200.75,1.393212103
3061,22.5,78.23200226,1210.5,0.923491964
3062,22.5,78.5059967,1218.25,1.378101177
3063,22.5,78.8769989,1213.75,0.914960213
3064,22.5,79.05200195,1226.25,0.455902799
3065,22.5,79.46199799,1225.75,0.454220281
3066,22.5,79.77500153,1220,0.45215794
3067,22.5,79.31500244,1223.75,0
3068,22.5,79.14900208,1220.75,-0.454363588
3069,22.5,79.31300354,1216,-0.454369319
3070,22.5,79.55699921,1222.75,-1.359598723
3071,22.5,79.75800323,1219.75,-0.451936556
3072,22.5,79.54299927,1214.75,-0.903952549
3073,22.5,79.00800323,1218,-0.908219922
3074,22.5,79.0530014,1208.25,-0.455522055
3075,22.5,78.77200317,1213.25,-0.912406419
3076,22.5,79.26999664,1210.25,-0.455568176
3077,22.5,78.30200195,1209.25,-0.456935713
3078,22.5,78.68499756,1209,0
3079,22.5,78.28700256,1203.75,0
3080,22.5,78.35399628,1210.25,0
3081,22.5,78.49900055,1206.75,0.459030271
3082,22.5,78.58899689,1205.25,0
3083,22.5,78.5739975,1208,0
3084,22.5,78.53099823,1205,0
3085,22.5,78.56700134,1213,0.458305681
3086,22.5,78.05599976,1208,0.919408683
3087,22.5,78.10700226,1207.5,0.922116925
3088,22.5,78.43800354,1213.5,0.459924641
3089,22.5,78.4489975,1208.75,0.458930779
3090,22.5,78.41999817,1219.25,0.458983455
3091,22.5,79.26599884,1215.25,0
3092,22.5,79.20300293,1215.5,0.908698519
3093,22.5,79.44999695,1224.25,-0.453822327
3094,22.5,80.41600037,1227.75,-1.801507082
3095,22.5,80.74199677,1228.25,0
3096,22.5,79.4509964,1226.25,-0.449459569
3097,22.5,79.1309967,1213.25,-0.908051062
3098,22.5,78.80599976,1215.75,-1.823510215
3099,22.5,78.93099976,1214.75,-1.825822269
3100,22.5,78.60099792,1222.25,-1.828198275
3101,22.5,79.03900146,1211,-1.826954425
3102,22.5,79.13300323,1203,-0.910396119
3103,22.5,78.59400177,1200.75,-0.456486659
3104,22.5,78.59600067,1203,0
3105,22.5,78.17099762,1200.5,0
3106,22.5,78.20300293,1199.75,0.920872694
3107,22.5,77.57700348,1197,0.462183224
3108,22.5,77.57099915,1194,0
3109,22.5,78.48400116,1193.75,0.922755099
3110,22.5,78.76899719,1201,0.457862644
3111,22.5,77.4240036,1202,0.460969911
3112,22.5,78.38899994,1207.5,0.462085346
3113,22.5,78.74099731,1209.25,0.916442116
3114,22.5,78.86499786,1214.25,0.45683715
3115,22.5,79.15100098,1215.5,1.366946729
3116,22.5,79.09100342,1215.25,0.910002042
3117,22.5,79.75,1216.75,2.719702497
3118,22.5,79.18699646,1219.25,-0.906022829
3119,22.5,79.34400177,1220.5,0
3120,22.5,79.57900238,1223,0
3121,22.5,79.40799713,1222.5,0
3122,22.5,78.46499634,1216,-0.456064537
3123,22.5,79.02400208,1215.75,0
3124,22.5,79.37400055,1207,0
3125,22.5,79.18499756,1210.5,-0.454091376
3126,22.5,79.31999969,1213.5,0
3127,22.5,78.78500366,1206,0
3128,22.5,78.98799896,1214,0
3129,22.5,79.02899933,1209.75,0.455648914
3130,22.5,79.36000061,1217,0.45457875
3131,22.5,79.21499634,1220.25,0.454045562
3132,22.5,78.88800049,1213.5,-0.910802136
3133,22.5,79.58599854,1217.5,-4.088997125
3134,22.5,78.14900208,1215.25,-3.195235967
3135,22.5,78.61799622,1210,-0.918555441
3136,22.5,79.00800323,1215.25,0.456779173
3137,22.5,78.61399841,1210.75,0.456782079
3138,22.5,79.02999878,1217,-0.456718346
3139,22.5,78.63899994,1211.5,-0.913309201
3140,22.5,79.24199677,1213.5,-0.912082836
3141,22.5,78.65699768,1217.5,-0.455980773
3142,22.5,79.09300232,1212.5,-0.456420118
3143,22.5,78.92900085,1211.25,-1.366903447
3144,22.5,79.05799866,1221.25,-0.455726774
3145,22.5,79.12200165,1213.5,-1.365538124
3146,22.5,79.36299896,1216,-1.362901549
3147,22.5,79.09899902,1220.5,0
3148,22.5,79.03900146,1214,-0.910600531
3149,22.5,79.13500214,1215,-1.365581245
3150,22.5,78.9489975,1214.75,-1.366367382
3151,22.5,79.01799774,1210.75,-0.91157763
3152,22.5,78.29299927,1215.25,0.457693836
3153,22.5,78.40299988,1204.75,0
3154,22.5,78.87999725,1214.5,0
3155,22.5,78.37000275,1221,0
3156,22.5,79.28800201,1212,0
3157,22.5,79.04399872,1219.25,-0.909484795
3158,22.5,78.98799896,1217,-2.278019675
3159,22.5,78.85900116,1213.25,-2.280689527
3160,22.5,78.94300079,1213.5,-2.281339879
3161,22.5,78.99099731,1205.75,-1.823544834
3162,22.5,78.62799835,1215.25,-2.283988668
3163,22.5,77.96700287,1216.75,-1.379355248
3164,22.5,78.80400085,1214.5,-0.918536335
3165,22.5,78.95800018,1210.25,-0.912770796
3166,22.5,78.73500061,1209.25,0.456585094
3167,22.5,78.52700043,1216.5,-0.457836433
3168,22.5,79.17700195,1217,-0.913102147
3169,22.5,79.54399872,1218.25,-0.907251483
3170,22.5,79.3010025,1222,-0.453273777
3171,22.5,79.06400299,1220.25,0
3172,22.5,79.04799652,1217.75,-0.455370812
3173,22.5,79.22499847,1215.75,0
3174,22.5,78.9489975,1211.25,-0.455196653
3175,22.5,79.09200287,1212.5,0.455579713
3176,22.5,78.57900238,1211,0.456644451
3177,22.5,78.90599823,1210.25,0
3178,22.5,78.76300049,1213.25,0.4566546
3179,22.5,78.79100037,1209.25,0
3180,22.5,78.66600037,1214.5,-0.914534524
3181,22.5,78.86199951,1216.25,-0.457063339
3182,22.5,78.85399628,1214,-0.913032711
3183,22.5,79.76799774,1214.5,0.907817759
3184,22.5,78.93499756,1210.75,0.907354413
3185,22.5,78.30799866,1216.5,0.457891768
3186,22.5,79.2539978,1213.75,-0.45696472
3187,22.5,78.49900055,1217.75,0.456411443
3188,22.5,79.40699768,1217.75,0.455969212
3189,22.5,79.41200256,1217.75,0.453343677
3190,22.5,79.56999969,1210.5,0.452883173
3191,22.5,79.31700134,1217.75,0
3192,22.5,78.8010025,1217,-0.455357846
3193,22.5,78.72100067,1215.75,0
3194,22.5,79.18099976,1215.75,0
3195,22.5,78.76599884,1224.75,0
3196,22.5,78.77400208,1218.75,0
3197,22.5,79.20700073,1213.5,0.455752732
3198,22.5,79.33300018,1209,-0.454145788
3199,22.5,78.45899963,1209,-0.456294297
3200,22.5,78.95600128,1209.75,-0.457391438
3201,22.5,79.09300232,1214.25,-0.455556644
3202,22.5,79.20200348,1223.25,-1.364537382
3203,22.5,79.25900269,1215,0
3204,22.5,78.70999908,1217.75,0.455783026
3205,22.5,79.01200104,1210.25,0.456501145
3206,22.5,78.34100342,1217.5,0
3207,22.5,79.61399841,1219.75,-0.455827753
3208,22.5,78.93699646,1210.25,-0.90822428
3209,22.5,79.2440033,1213,-0.910348673
3210,22.5,79.08599854,1219,-0.909491957
3211,22.5,78.9469986,1215,-0.91120557
3212,22.5,78.89700317,1215.25,-0.45614397
3213,22.5,78.45800018,1210.25,0
3214,22.5,78.65899658,1209,-0.458258973
3215,22.5,78.70600128,1212.5,-0.457532428
3216,22.5,78.88500214,1210.5,0
3217,22.5,78.09100342,1214.5,0
3218,22.5,78.5719986,1210,0
3219,22.5,79.34799957,1212,0
3220,22.5,78.00499725,1215,0
3221,22.5,79.14399719,1213.25,0.916326978
3222,22.5,78.96600342,1213.75,1.366138359
3223,22.5,79.0490036,1215.25,0
3224,22.5,78.87999725,1218.5,-0.455902799
3225,22.5,78.78600311,1214.75,0
3226,22.5,78.99199677,1213.25,0
3227,22.5,78.63800049,1225.75,0
3228,22.5,80.06500244,1220.25,-0.45367934
3229,22.5,79.41899872,1217.5,-0.451453369
3230,22.5,79.56400299,1218.5,0.905756349
3231,22.5,78.90599823,1216,0
3232,22.5,80.3789978,1216.25,0.904039092
3233,22.5,80.47699738,1221,1.342816825
3234,22.5,79.36100006,1215.75,0.450457806
3235,22.5,79.70999908,1213.5,0.905255288
3236,22.5,79.16600037,1219.25,1.35955171
3237,22.5,79.52700043,1212.25,1.361115183
3238,22.5,79.58699799,1212,1.357518125
3239,22.5,79.57900238,1221.25,-0.90471497
3240,22.5,78.70400238,1209.75,0
3241,22.5,79.37999725,1219.75,-0.455455794
3242,22.5,79.39900208,1214.75,-0.906920083
3243,22.5,79.42099762,1217.25,-0.453340824
3244,22.5,79.3010025,1215.5,-0.45362504
3245,22.5,79.38600159,1209.5,0
3246,22.5,79.22599792,1214.25,-0.453939638
3247,22.5,79.28600311,1221.5,-0.454221694
3248,22.5,79.3769989,1213,0
3249,22.5,79.2539978,1215.25,0.453880963
3250,22.5,78.8010025,1205.5,0
3251,22.5,78.89800262,1205.25,0
3252,22.5,78.10900116,1194.25,0.458580012
3253,22.5,77.84999847,1193.25,0
3254,22.5,77.85199738,1195.5,-0.462423575
3255,22.5,77.80000305,1197.5,-0.925139817
3256,22.5,78.20800018,1205.25,-0.461512154
3257,22.5,78.58999634,1201,-0.459191286
3258,22.5,78.7440033,1211.5,0.45762692
3259,22.5,78.86000061,1209,0.456838582
3260,22.5,79.08699799,1214.5,0
3261,22.5,79.20200348,1221.75,-0.454861607
3262,22.5,79.26499939,1211.75,-0.454354991
3263,22.5,79.40699768,1217.5,0
3264,22.5,79.22200012,1213.25,0
3265,22.5,78.99099731,1212.25,0
3266,22.5,78.65799713,1213,0.913420753
3267,22.5,78.68900299,1207.5,1.37276298
3268,22.5,78.27200317,1206,1.376138839
3269,22.5,78.23799896,1203.5,1.380104363
3270,22.5,78.36199951,1201,1.839078731
3271,22.5,77.74700165,1211,1.383649471
3272,22.5,78.1230011,1191.25,1.847691803
3273,22.5,77.67299652,1206.25,1.386429306
3274,22.5,77.81099701,1195,1.389211403
3275,22.5,78.12000275,1210.25,2.770453536
3276,22.5,77.27899933,1199,2.316617193
3277,22.5,78.47399902,1209.25,2.311351973
3278,22.5,78.64299774,1223.25,1.833027186
3279,22.5,78.93599701,1213.75,0.913830853
3280,22.5,78.84999847,1227.25,0
3281,22.5,79.61499786,1223.5,-0.454360744
3282,22.5,79.43000031,1220.25,0
3283,22.5,79.40399933,1224.25,0
3284,22.5,79.33599854,1226,0
3285,22.5,79.39600372,1215.25,0.453596456
3286,22.5,79.40399933,1219.75,0
3287,22.5,79.5530014,1212.75,-0.452954404
3288,22.5,79.30400085,1218,-0.453239534
3289,22.5,79.30500031,1220.25,-0.453939594
3290,22.5,79.59999847,1214.75,-0.906205269
3291,22.5,79.40299988,1224.75,-1.811284878
3292,22.5,79.85299683,1224,-1.356312009
3293,22.5,79.63200378,1226.75,-1.354355908
3294,22.5,79.73799896,1222,-2.710674946
3295,22.5,79.87000275,1218,-2.255526015
3296,22.5,79.7009964,1216.75,-3.158467804
3297,22.5,80.08300018,1227,-2.703647417
3298,22.5,79.84400177,1220.5,-2.701234115
3299,22.5,80.18299866,1226.25,-2.699546154
3300,22.5,80.13700104,1236.75,-2.694608224
3301,22.5,80.33499908,1237.5,-2.692060131
3302,22.5,81.18699646,1236.75,-3.120317214
3303,22.5,80.65799713,1240.25,-2.224350547
3304,22.5,80.51200104,1237.5,-0.446734966
3305,22.5,80.18699646,1230,-0.448040067
3306,22.5,78.50700378,1219.5,0
3307,22.5,78.98300171,1214,0
3308,22.5,78.73300171,1204.25,0.456514165
3309,22.5,77.84400177,1197.5,0.919678778
3310,22.5,77.53900146,1186.5,0.926741408
3311,22.5,77.11399841,1192,0.931115874
3312,22.5,77.26699829,1190.25,0.932756403
3313,22.5,76.85700226,1195.25,0.467158089
3314,22.5,77.43800354,1196,0.933276242
3315,22.5,78.17700195,1203.75,0.925359754
3316,22.5,78.14299774,1211.5,0.921186435
3317,22.5,78.46299744,1205.25,0.919508522
3318,22.5,78.73300171,1215.5,0.916052978
3319,22.5,78.3690033,1210.25,0.916601053
3320,22.5,78.90899658,1212.5,0.915575372
3321,22.5,78.34999847,1220.75,1.831376388
3322,22.5,78.98400116,1214.5,1.372872064
3323,22.5,78.57099915,1216.75,0.913970023
3324,22.5,79.23699951,1217.5,0.912500408
3325,22.5,78.88800049,1212.75,1.36600877
3326,22.5,78.66500092,1217.25,1.370963745
3327,22.5,78.79199982,1211,0.914538868
3328,22.5,78.52799988,1217.75,1.83066188
3329,22.5,78.12400055,1216.5,1.378853358
3330,22.5,78.70999908,1209.75,1.836334768
3331,22.5,78.15699768,1223.75,2.294942158
3332,22.5,78.96800232,1206.5,2.291169451
3333,22.5,78.48500061,1212.5,1.371834444
3334,22.5,78.69799805,1220,0.916133096
3335,22.5,78.94000244,1211,0.913480117
3336,22.5,79.41200256,1226.5,0.454684951
3337,22.5,79.24500275,1222.75,0.45381087
3338,22.5,79.44100189,1221.75,0.453727938
3339,22.5,79.56600189,1227.5,-0.452811964
3340,22.5,79.51599884,1225.75,0
3341,22.5,79.21700287,1216.25,-0.453593599
3342,22.5,79.27300262,1217.75,0
3343,22.5,78.91899872,1212.25,-0.455144843
3344,22.5,78.94799805,1212.25,0
3345,22.5,79.04000092,1215,-0.45573255
3346,22.5,78.88200378,1210.25,-0.911837331
3347,22.5,78.91899872,1222,-1.368817798
3348,22.5,79.56500244,1225,-1.362910144
3349,22.5,79.74700165,1238.75,-1.807771662
3350,22.5,79.97799683,1222.5,-1.352325177
3351,22.5,79.86399841,1217.5,-0.900888799
3352,22.5,79.63500214,1216.5,-0.451415202
3353,22.5,79.3769989,1222.5,-1.358388898
3354,22.5,79.47000122,1210.75,-0.906531839
3355,22.5,78.8259964,1213.75,-1.364533153
3356,22.5,79.14399719,1209.25,-1.823129316
3357,22.5,79.14800262,1216.5,-1.364567616
3358,22.5,78.61699677,1223.25,-1.825498225
3359,22.5,78.6230011,1203.5,-0.915800999
3360,22.5,78.80500031,1206,-0.914702987
3361,22.5,78.88400269,1208.25,-1.369785671
3362,22.5,78.8769989,1209,-0.912772242
3363,22.5,78.8219986,1214,-1.369698858
3364,22.5,79.09500122,1205.75,-0.911870561
3365,22.5,78.63300323,1213,-0.45647943
3366,22.5,78.7559967,1211.5,-0.457467
3367,22.5,79.00900269,1208.75,-0.456376724
3368,22.5,78.8809967,1215,-0.456011083
3369,22.5,78.2539978,1208.5,0
3370,22.5,78.36399841,1212,0
3371,22.5,78.94200134,1204,-0.457708375
3372,22.5,78.95300293,1204.5,-0.911997589
3373,22.5,78.84200287,1213.25,-0.912575544
3374,22.5,78.76499939,1206.5,0
3375,22.5,78.81900024,1218,-0.913797489
3376,22.5,79.18399811,1218.5,-0.911378573
3377,22.5,79.32299805,1216.25,-0.908476387
3378,22.5,79.36100006,1225.5,-0.907463039
3379,22.5,79.41999817,1218.5,-0.906908665
3380,22.5,79.66999817,1215.5,-0.452575745
3381,22.5,79.34799957,1221.5,-0.452776356
3382,22.5,79.28199768,1208.25,-1.361660088
3383,22.5,78.57499695,1211.75,-0.912217185
3384,22.5,78.7480011,1209,-0.457658926
3385,22.5,78.79499817,1204.5,0
3386,22.5,78.36299896,1206.5,0.458139424
3387,22.5,78.37599945,1199,0.459359757
3388,22.5,78.31500244,1208.75,0.459504848
3389,22.5,78.31600189,1200.5,0.919357333
3390,22.5,78.42500305,1207.75,0.459358249
3391,22.5,78.4940033,1208.75,0
3392,22.5,78.65899658,1207.5,0
3393,22.5,78.4960022,1217.25,0
3394,22.5,79.25900269,1208,0.456401302
3395,22.5,78.74700165,1222,0.911356906
3396,22.5,78.8809967,1216,0.45677338
3397,22.5,79.51799774,1214,0.909095817
3398,22.5,79.16400146,1228.5,0
3399,22.5,79.31199646,1223.5,0
3400,22.5,79.48699951,1218.5,0
3401,22.5,79.22100067,1223.5,0
3402,22.5,79.09899902,1213.25,-0.454772548
3403,22.5,79.51899719,1218,-0.453922476
3404,22.5,79.42700195,1222,-0.452985756
3405,22.5,79.66200256,1211,-0.905152833
3406,22.5,79.12799835,1213.5,-0.906857248
3407,22.5,79.65100098,1215.25,-1.813840161
3408,22.5,79.44000244,1221.25,-1.357714341
3409,22.5,79.46299744,1215.75,-0.906212364
3410,22.5,79.15799713,1209.5,-0.907827801
3411,22.5,78.95800018,1219.25,-0.455359289
3412,22.5,78.65000153,1210.5,-0.456831343
3413,22.5,78.35700226,1202.75,-0.458575646
3414,22.5,78.25,1205.5,0.459746928
3415,22.5,77.60299683,1199,0.461975557
3416,22.5,77.54399872,1195.75,0.928151151
3417,22.5,77.35900116,1191,1.394421914
3418,22.5,77.40100098,1198,1.39571035
3419,22.5,77.62000275,1192.5,2.322265955
3420,22.5,77.11100006,1199.75,1.395967511
3421,22.5,77.71600342,1193.75,2.325175789
3422,22.5,78.1309967,1204.25,1.847968907
3423,22.5,78.07499695,1211.75,1.382790325
3424,22.5,78.95500183,1211.25,0.917021361
3425,22.5,79.28700256,1223,0.90999772
3426,22.5,79.20999908,1216,0.908533674
3427,22.5,79.47899628,1226.75,0.453719386
3428,22.5,79.68000031,1228.75,0.904754782
3429,22.5,79.67099762,1225.75,0.451834469
3430,22.5,79.84500122,1220.5,0.451362811
3431,22.5,79.97200012,1227.5,-0.450512705
3432,22.5,79.79499817,1216,0
3433,22.5,79.41600037,1219.75,-0.452231782
3434,22.5,79.21600342,1219.5,0
3435,22.5,79.23300171,1211,-0.454406599
3436,22.5,79.15599823,1217.75,-0.454574431
