time[s],VehicleWeight[ton],VehicleSpeed[km/h],EngineSpeed[rpm],grad[%]
1380,22.5,79.56999969,1222.75,-1.806048588
1381,22.5,79.20500183,1213.25,-2.267359449
1382,22.5,79.00900269,1203.75,-4.550798156
1383,22.5,78.80000305,1213.75,-2.737488089
1384,22.5,78.90499878,1220,-0.913092023
1385,22.5,78.77100372,1215.75,-1.369902949
1386,22.5,78.66200256,1209.25,-1.372008691
1387,22.5,78.50099945,1208,-2.290615446
1388,22.5,78.39099884,1203.25,-2.294572087
1389,22.5,78.13500214,1201,-0.919974077
1390,22.5,77.97000122,1200,-2.306140048
1391,22.5,78.48100281,1212.25,-2.761249608
1392,22.5,78.61399841,1205.5,0
1393,22.5,78.26499939,1202.75,-0.458949831
1394,22.5,78.47499847,1209.25,-0.459361201
1395,22.5,78.80500031,1205.75,0
1396,22.5,78.85600281,1219,0.456677759
1397,22.5,79.06500244,1209.25,-0.911851764
1398,22.5,79.22599792,1221.25,-2.274292279
1399,22.5,78.88200378,1220,-0.455382326
1400,22.5,78.57800293,1213.75,-1.829038474
1401,22.5,79.10900116,1215.5,0.456602458
1402,22.5,79.09400177,1219.5,0.455113192
1403,22.5,79.08000183,1216.5,0.455192307
1404,22.5,78.76899719,1215.5,0.456133862
1405,22.5,79.34899902,1216.5,0
1406,22.5,78.82700348,1214.25,0.455186555
1407,22.5,79.09400177,1216.5,0.455925882
1408,22.5,79.06500244,1209.25,-0.455239801
1409,22.5,79.3010025,1203.5,-2.273215139
1410,22.5,78.52400208,1215.75,-0.456198875
1411,22.5,78.56700134,1210.75,0.458330446
1412,22.5,78.61799622,1209.75,0.916121446
1413,22.5,78.72699738,1206.25,0.915185542
1414,22.5,78.68800354,1211.25,0.457387093
1415,22.5,79.10199738,1216.5,1.368908901
1416,22.5,79.06999969,1214,0.455202406
1417,22.5,79.18499756,1218.5,0.909923008
1418,22.5,79.39600372,1216,0
1419,22.5,79.03900146,1218.25,0.454446753
1420,22.5,79.38400269,1225.75,0.454476861
1421,22.5,79.10600281,1216.5,0
1422,22.5,79.21299744,1215.25,0.454779739
1423,22.5,79.08699799,1216.5,0
1424,22.5,79.05200195,1214.25,0.455293063
1425,22.5,79.07299805,1217,0.455337699
1426,22.5,79.15499878,1226,0
1427,22.5,78.84200287,1207.5,0.455706582
1428,22.5,78.70999908,1217.75,-0.456993708
1429,22.5,79.48300171,1215.75,0
1430,22.5,79.23100281,1220.75,0.907291475
1431,22.5,79.20300293,1226,0
1432,22.5,79.48300171,1215.25,0
1433,22.5,79.78399658,1214.75,0.452072773
1434,22.5,79.08899689,1220.5,0.453189608
1435,22.5,79.09999847,1214,-0.91030266
1436,22.5,79.06300354,1219.25,-0.910452264
1437,22.5,78.80500031,1210.25,-0.456078951
1438,22.5,78.75299835,1211.75,-0.913948288
1439,22.5,78.93399811,1213.5,0
1440,22.5,79.17700195,1208,-0.45537369
1441,22.5,78.69499969,1218,-0.456067402
1442,22.5,78.50499725,1213.25,-0.458017017
1443,22.5,78.95999908,1214.25,-0.457241871
1444,22.5,79.21499634,1217,-0.455193777
1445,22.5,79.00700378,1215.75,-0.910112773
1446,22.5,78.91000366,1215.75,0
1447,22.5,79.17099762,1217,-0.455464433
1448,22.5,78.70999908,1209.75,0
1449,22.5,79.04699707,1211,0.456399877
1450,22.5,78.86299896,1209.75,0
1451,22.5,78.625,1210.5,0
1452,22.5,78.23899841,1208.75,0.458998077
1453,22.5,78.1740036,1203,0
1454,22.5,78.3239975,1207.5,0
1455,22.5,78.52899933,1201,0.45902591
1456,22.5,78.70400238,1211.5,0
1457,22.5,78.38200378,1211.25,0.45834938
1458,22.5,78.71299744,1212.5,-0.916641918
1459,22.5,78.66699982,1219.75,0
1460,22.5,78.91899872,1208.25,0.913785898
1461,22.5,78.86299896,1213.5,0.456323222
1462,22.5,78.78900146,1218.5,0.456703838
1463,22.5,79.05599976,1212.5,0.456145415
1464,22.5,79.18099976,1218.25,0.45501109
1465,22.5,79.04299927,1213.5,0.455052799
1466,22.5,78.95600128,1217.75,0.911397304
1467,22.5,79.06600189,1220.75,0
1468,22.5,79.58699799,1211.5,0.453822327
1469,22.5,79.30899811,1216.5,0
1470,22.5,79.36499786,1224,0.453757966
1471,22.5,78.8730011,1214.75,0.455012539
1472,22.5,79.18299866,1223.25,0
1473,22.5,79.08200073,1218.25,0
1474,22.5,79.22200012,1220.75,0
1475,22.5,78.99900055,1218,-0.455061422
1476,22.5,79.42500305,1215.5,0
1477,22.5,79.51999664,1219.25,-0.452984301
1478,22.5,79.07700348,1216,-0.453982569
1479,22.5,79.35099792,1211.25,-0.454466843
1480,22.5,78.72100067,1216.25,-0.455486046
1481,22.5,78.93099976,1215.75,0.456699499
1482,22.5,78.85399628,1213.75,-0.456314551
1483,22.5,78.54599762,1214.75,0.457430701
1484,22.5,78.70200348,1208.25,0.457877195
1485,22.5,78.50099945,1219.5,0
1486,22.5,78.82099915,1213.75,0
1487,22.5,78.77799988,1212.25,-0.45685743
1488,22.5,78.7519989,1208,-0.457053197
1489,22.5,78.29100037,1208.5,0.458470546
1490,22.5,78.36799622,1216,0.459598715
1491,22.5,78.62999725,1212,0.45860633
1492,22.5,78.7009964,1211.75,0.457631316
1493,22.5,78.81999969,1216.5,0.91416298
1494,22.5,78.97599792,1208,0.912574142
1495,22.5,78.98699951,1213,0.455800351
1496,22.5,79.16000366,1216.5,0.910544369
1497,22.5,78.38300323,1210.25,0.914039601
1498,22.5,78.94499969,1220,0.457640015
1499,22.5,78.73500061,1219.5,0.91324114
1500,22.5,79.18499756,1215.25,0.911857579
1501,22.5,79.14299774,1214.75,0
1502,22.5,78.80500031,1213.5,0.455843635
1503,22.5,78.96399689,1214.75,0.45636516
1504,22.5,78.71900177,1216.75,0.913223774
1505,22.5,78.3219986,1214.25,1.3754335
1506,22.5,78.59899902,1218.5,0.917662705
1507,22.5,78.4940033,1212.25,0.458328968
1508,22.5,78.70500183,1216,0.458019906
1509,22.5,79.25499725,1218.25,-2.279058003
1510,22.5,78.99199677,1215.75,-0.454986675
1511,22.5,78.9240036,1223.75,-0.455940332
1512,22.5,79.11299896,1220.5,0.455591238
1513,22.5,78.93399811,1218,0
1514,22.5,79.09300232,1221.75,0
1515,22.5,79.14399719,1214.25,-0.910030825
1516,22.5,79.19799805,1212.75,-1.364132443
1517,22.5,78.62200165,1216,-1.368648696
1518,22.5,77.43299866,1215.75,-0.461377549
1519,22.5,78.47299957,1213.75,-0.923632604
1520,22.5,78.81999969,1209.75,-2.288722332
1521,22.5,78.75099945,1210.5,-1.827745765
1522,22.5,78.82499695,1220,-0.913848241
1523,22.5,78.64099884,1211.25,-1.371721251
1524,22.5,78.7009964,1217.25,-2.288009628
1525,22.5,78.80400085,1213.5,-1.828516018
1526,22.5,78.74500275,1219.5,-1.828000938
1527,22.5,78.91300201,1218.75,-0.91336855
1528,22.5,79.93599701,1216.5,-0.906524738
1529,22.5,79.41500092,1218,-0.451830177
1530,22.5,78.93299866,1217,-0.454696452
1531,22.5,79.99700165,1210,0
1532,22.5,78.77899933,1217.75,-0.906937209
1533,22.5,78.93399811,1213,-1.826100138
1534,22.5,79.1210022,1215.25,-1.366613751
1535,22.5,79.20200348,1211.5,-0.909532147
1536,22.5,78.54599762,1212,-0.456425901
1537,22.5,79.27500153,1219.5,0.912425241
1538,22.5,78.96800232,1221,7.73493825
1539,22.5,78.69300079,1217,5.936789176
1540,22.5,79.14800262,1210.75,3.193085778
1541,22.5,79.01599884,1212.5,1.820897345
1542,22.5,79.10600281,1218.75,0.91068834
1543,22.5,78.62999725,1213.5,0
1544,22.5,79.40200043,1213.25,0.455605666
1545,22.5,79.0019989,1218.25,-0.454535706
1546,22.5,79.03500366,1211,-0.911178147
1547,22.5,79.28099823,1214.5,-0.454788352
1548,22.5,79.38700104,1213.75,-0.453775115
1549,22.5,79.18299866,1209.75,0
1550,22.5,79.27899933,1216.25,0
1551,22.5,78.65899658,1214,0
1552,22.5,79.01000214,1212.75,-0.4566546
1553,22.5,78.85700226,1211.5,0
1554,22.5,78.65599823,1207,0
1555,22.5,79.08000183,1212.75,0
1556,22.5,78.66000366,1214.5,0.456449037
1557,22.5,78.93499756,1209.25,0.913733698
1558,22.5,78.55799866,1212.5,0.914325504
1559,22.5,78.65799713,1207,0.915936464
1560,22.5,78.83200073,1218.75,0.914342912
1561,22.5,78.6989975,1211.5,1.828214216
1562,22.5,79.16300201,1213.5,1.368284562
1563,22.5,79.19300079,1216.25,0.909338305
1564,22.5,78.69300079,1215.75,0.912053923
1565,22.5,79.10700226,1222,0.456275489
1566,22.5,79.00800323,1218.75,1.36609079
1567,22.5,79.21099854,1217.75,0
1568,22.5,78.76799774,1217.75,0.45575852
1569,22.5,79.05899811,1212,0.912394907
1570,22.5,78.73300171,1212.5,0.456289962
1571,22.5,78.94499969,1213.5,1.369885583
1572,22.5,78.39700317,1211.75,1.830405875
1573,22.5,78.53500366,1211.25,2.293987105
1574,22.5,78.74900055,1211.25,0.915544768
1575,22.5,78.78500366,1208,1.371129071
1576,22.5,79.2460022,1215.25,0.911217051
1577,22.5,79.45999908,1217.75,0.453662149
1578,22.5,79.54000092,1213.75,0.452831909
1579,22.5,79.07700348,1223.25,0.907850629
1580,22.5,78.40000153,1222.75,0.457211347
1581,22.5,79.34700012,1210,0.456420121
1582,22.5,79.21900177,1216.75,0.454071319
1583,22.5,79.65100098,1212.75,0.453202444
1584,22.5,79.25,1212.25,-0.453114034
1585,22.5,79.16100311,1214.5,0
1586,22.5,79.06199646,1211.25,-0.455055673
1587,22.5,79.16899872,1213.5,-1.820122069
1588,22.5,78.76799774,1214.75,-0.911750777
1589,22.5,78.61199951,1211.25,-1.372479505
1590,22.5,80.08399963,1213,0.453699362
1591,22.5,79.62400055,1214.5,0
1592,22.5,79.09999847,1210.25,0.453619327
1593,22.5,79.09100342,1216,0.455147719
1594,22.5,78.77300262,1214,0.912172336
1595,22.5,79.76300049,1214.25,0.90831448
1596,22.5,79.30000305,1216.75,-0.452652546
1597,22.5,79.00800323,1218.25,0
1598,22.5,78.80899811,1213.25,-0.912452689
1599,22.5,79.3239975,1211.5,-0.9106207
1600,22.5,79.29499817,1219.25,-2.269589455
1601,22.5,78.79199982,1214.5,-0.910894312
1602,22.5,78.75099945,1211,-0.457019823
1603,22.5,79.15499878,1213.25,-0.455960549
1604,22.5,78.33799744,1208.25,-0.457164924
1605,22.5,78.53500366,1204.25,0
1606,22.5,78.58499908,1211.75,0.916491705
1607,22.5,78.70700073,1202.5,0
1608,22.5,78.77999878,1207.5,0
1609,22.5,78.85099792,1210,0.456764692
1610,22.5,79.08000183,1207.25,1.823579455
1611,22.5,78.65599823,1214,0.456460628
1612,22.5,78.7539978,1199.75,0.457405981
1613,22.5,79.62799835,1217.75,-0.454598852
1614,22.5,79.47599792,1206.5,0.905071843
1615,22.5,79.44200134,1213.5,1.812253664
1616,22.5,79.13500214,1217,-0.908079633
1617,22.5,79.11699677,1218.25,0
1618,22.5,79.18800354,1216.25,0
1619,22.5,79.17700195,1224,-0.454638987
1620,22.5,79.44000244,1214.5,-0.453925314
1621,22.5,79.13200378,1229.25,-0.908108251
1622,22.5,79.29100037,1221.25,-0.454481178
1623,22.5,78.89700317,1211,-0.455147698
1624,22.5,79.25,1210.75,-0.455274347
1625,22.5,79.3239975,1213.5,-0.908096847
1626,22.5,79.70600128,1217.25,0
1627,22.5,79.69400024,1220.5,-0.451695564
1628,22.5,79.81900024,1218.5,-0.451367007
1629,22.5,79.21399689,1209.25,-0.452737953
1630,22.5,78.93000031,1211.25,-0.910566002
1631,22.5,78.91400146,1207.25,-0.456148303
1632,22.5,78.6969986,1211,-0.913636606
1633,22.5,78.69499969,1207.25,-0.457458285
1634,22.5,78.80999756,1205.25,0
1635,22.5,78.66999817,1216,0
1636,22.5,78.81800079,1215.5,-0.91435886
1637,22.5,78.83599854,1212.75,-0.45668937
1638,22.5,79.1309967,1217.25,-0.455793145
1639,22.5,79.19999695,1216.5,0
1640,22.5,79.61799622,1219,0
1641,22.5,79.9940033,1216.5,-0.451095618
1642,22.5,79.2460022,1208.25,0.452149404
1643,22.5,79.52700043,1224,-0.453479322
1644,22.5,79.34899902,1214.5,0.453185339
1645,22.5,79.37200165,1219.75,0
1646,22.5,79.24199677,1218.25,0.453933917
1647,22.5,79.04699707,1210.5,0
1648,22.5,78.56300354,1211.5,-0.45682554
1649,22.5,78.14600372,1209.5,-1.837799444
1650,22.5,79.21199799,1225,-1.372671351
1651,22.5,79.62599945,1214.25,-0.453293763
1652,22.5,79.11499786,1218,-0.907132887
1653,22.5,78.8769989,1203.25,-1.822879743
1654,22.5,79.03800201,1222.5,-0.911882103
1655,22.5,78.61799622,1213,0
1656,22.5,78.78700256,1209.75,-0.914836659
1657,22.5,78.51499939,1207.25,0.45771566
1658,22.5,78.64399719,1207.75,-0.91626866
1659,22.5,78.25800323,1203.5,-0.917769454
1660,22.5,78.52100372,1205.25,0
1661,22.5,78.28900146,1201.5,0
1662,22.5,77.99099731,1207.25,-0.460713298
1663,22.5,78.0530014,1209,0
1664,22.5,78.27799988,1210,0
1665,22.5,78.69999695,1213.75,0
1666,22.5,78.48600006,1214.5,-0.458053459
1667,22.5,79.41699982,1217.5,0
1668,22.5,78.89900208,1223.75,0
1669,22.5,79.76899719,1221.5,-0.453779426
1670,22.5,79.88500214,1218.5,-0.901949615
1671,22.5,79.52700043,1224,0
1672,22.5,79.23200226,1216,-0.907034315
1673,22.5,79.17700195,1211.75,-0.909038371
1674,22.5,79.11399841,1215.75,-0.454860184
1675,22.5,79.0490036,1211.25,-0.910452264
1676,22.5,78.76499939,1217.5,0.456230678
1677,22.5,78.92700195,1205.75,0
1678,22.5,78.60800171,1208.75,0
1679,22.5,78.79699707,1211,-0.457416157
1680,22.5,78.73999786,1211,-0.457037242
1681,22.5,78.92900085,1215,-0.456650262
1682,22.5,78.97599792,1212,-0.911944196
1683,22.5,78.93800354,1218.5,-0.455941772
1684,22.5,79.08300018,1220.25,-0.455637364
1685,22.5,79.15100098,1212.25,0
1686,22.5,79.41200256,1215.75,-0.908155496
1687,22.5,79.10399628,1212.25,-0.454214553
1688,22.5,78.58799744,1209,0
1689,22.5,78.77600098,1217,0.457539681
1690,22.5,78.64099884,1208,0.914766914
1691,22.5,78.64199829,1216.25,0
1692,22.5,78.84999847,1209,0.457167825
1693,22.5,77.98200226,1209.5,-0.459091724
1694,22.5,78.25299835,1210.25,0.921687603
1695,22.5,78.79399872,1205,1.375385336
1696,22.5,78.59600067,1216,0.914923844
1697,22.5,78.76100159,1208.75,0
1698,22.5,79.04199982,1214,0
1699,22.5,79.26000214,1221.5,1.364481397
1700,22.5,79.10099792,1215.75,0.454659124
1701,22.5,79.13700104,1222.25,1.365033293
1702,22.5,78.95500183,1220.5,0.455428411
1703,22.5,78.78399658,1217,0
1704,22.5,79.13899994,1214.25,0.455920133
1705,22.5,78.9280014,1214,0.455500446
1706,22.5,79.29100037,1212,0.910134343
1707,22.5,78.65299988,1212.75,1.823429354
1708,22.5,78.8010025,1199.75,1.371830081
1709,22.5,78.42500305,1208.25,1.373819401
1710,22.5,77.80400085,1204.25,0.921718603
1711,22.5,77.69799805,1197.75,1.852073262
1712,22.5,77.54599762,1202,1.391354634
1713,22.5,77.60099792,1194,2.784457876
1714,22.5,77.42500305,1201.5,2.322191102
1715,22.5,77.13400269,1197.25,3.260885231
1716,22.5,77.77400208,1200.75,2.323959956
1717,22.5,77.84999847,1201.25,1.850621327
1718,22.5,78.36699677,1213.25,2.765377128
1719,22.5,78.96800232,1217.5,1.372872038
1720,22.5,78.73699951,1225.5,0.913092023
1721,22.5,79.51200104,1229,0.909961811
1722,22.5,79.65599823,1223.25,1.357053263
1723,22.5,79.59300232,1225.25,0
1724,22.5,79.23899841,1228.5,0
1725,22.5,79.20899963,1218.25,-0.454400854
1726,22.5,79.45800018,1214.25,-0.907564568
1727,22.5,78.89299774,1215.5,-0.454687842
1728,22.5,79.06199646,1214.25,0
1729,22.5,79.01399994,1220,-0.910949053
1730,22.5,79.52799988,1220.25,-1.816560247
1731,22.5,79.57099915,1219.5,-0.905091673
1732,22.5,79.91699982,1210.25,-1.805776787
1733,22.5,79.53199768,1217.5,-1.806227063
1734,22.5,78.96600342,1219.5,-1.81705589
1735,22.5,79.31600189,1218.25,-1.819535492
1736,22.5,78.50099945,1227.75,-2.281123054
1737,22.5,79.27300262,1191,-1.369043378
1738,22.5,79.06099701,1218.25,-0.909473313
1739,22.5,79.57099915,1214.5,-0.907764831
1740,22.5,80.22299957,1199,-1.80231879
1741,22.5,79.39099884,1225.75,-0.451089969
1742,22.5,79.65399933,1218.5,0
1743,22.5,79.44200134,1219.25,-0.905108731
1744,22.5,78.77600098,1220,-1.820271538
1745,22.5,79.54299927,1223.25,-1.819114635
1746,22.5,79.31400299,1216.25,-1.812953828
1747,22.5,79.15100098,1210.25,-1.363073533
1748,22.5,78.9240036,1212,-0.910963423
1749,22.5,78.85099792,1200.5,-0.456343457
1750,22.5,78.80000305,1202,-0.456706733
1751,22.5,78.86699677,1206.25,-0.456656052
1752,22.5,78.05200195,1203.75,0.458832839
1753,22.5,78.30000305,1204.25,0.460501121
1754,22.5,78.41300201,1196,0.918876281
1755,22.5,77.22299957,1197.5,1.850469837
1756,22.5,77.82299805,1193.75,1.393135844
1757,22.5,77.48300171,1198.75,1.390803556
1758,22.5,77.68499756,1193.75,1.392036076
1759,22.5,78.01399994,1205,1.387297441
1760,22.5,78.27200317,1204.25,0.921382442
1761,22.5,78.12799835,1210.25,1.381079403
1762,22.5,78.21499634,1209,0.921046571
1763,22.5,78.45899963,1207,1.378664146
1764,22.5,78.3789978,1216.25,2.295362131
1765,22.5,78.65200043,1211,1.375521109
1766,22.5,78.98500061,1213,1.370241881
1767,22.5,78.80699921,1221.5,1.368887225
1768,22.5,79.05999756,1210.75,1.368236916
1769,22.5,78.99500275,1218.5,1.822157438
1770,22.5,79.14600372,1215.5,1.365866182
1771,22.5,78.98600006,1215.75,2.276579006
1772,22.5,79.08599854,1219.25,0.910980746
1773,22.5,78.60600281,1212,0.456579313
1774,22.5,78.86699677,1214.5,1.37166893
1775,22.5,79.18399811,1220.5,0.911093153
1776,22.5,79.06400299,1219,0.909967559
1777,22.5,79.15599823,1221.5,0.455064297
1778,22.5,79.40799713,1220.25,0.454077065
1779,22.5,79.08100128,1219,0.454283302
1780,22.5,79.47100067,1219.75,0.454111413
1781,22.5,78.62799835,1217.25,0
1782,22.5,78.98200226,1202,0.45682554
1783,22.5,78.63700104,1207.25,0.913598895
1784,22.5,78.34899902,1208,0.458632652
1785,22.5,78.79100037,1212.75,-0.458183186
1786,22.5,78.72899628,1210.75,0
1787,22.5,78.49299622,1214,0.915897178
1788,22.5,78.96399689,1214.75,0.914538912
1789,22.5,78.71499634,1216.5,0
1790,22.5,78.63899994,1212.75,0.457568764
1791,22.5,78.51300049,1220,0.458148197
1792,22.5,79.17700195,1219.25,-0.913178876
1793,22.5,79.08499908,1218,-0.454943531
1794,22.5,78.93499756,1220.25,0
1795,22.5,79.22100067,1220.25,0.455248453
1796,22.5,79.34100342,1225.25,0.908156907
1797,22.5,79.75,1218.25,0.90514576
1798,22.5,79.46499634,1220.75,0.904440854
1799,22.5,79.55500031,1218.25,-0.452774966
1800,22.5,79.00099945,1206,-0.454099963
1801,22.5,78.69799805,1212,0.456567732
1802,22.5,78.57800293,1218.25,-0.915591357
1803,22.5,78.79199982,1212.25,-0.915035754
1804,22.5,78.8259964,1215.25,-1.827209464
1805,22.5,79.02999878,1212.75,-2.280559567
1806,22.5,78.92199707,1207.5,-0.911664195
1807,22.5,78.64099884,1210.75,-0.456961821
1808,22.5,78.50700378,1210.25,-0.458168557
1809,22.5,78.58100128,1212.5,-0.458343548
1810,22.5,78.99500275,1211.75,-0.456915417
1811,22.5,78.91100311,1214.5,0.455960527
1812,22.5,78.93199921,1216.75,0.456151192
1813,22.5,78.81600189,1209,0
1814,22.5,78.6760025,1215.25,-0.914326919
1815,22.5,79.01499939,1208.75,-0.456590882
1816,22.5,78.84100342,1216.5,-1.824445832
1817,22.5,78.61699677,1218,-0.457266531
1818,22.5,78.68199921,1206.25,-0.457728755
1819,22.5,79.34500122,1215,-0.911240148
1820,22.5,79.03800201,1213.25,0.454595961
1821,22.5,79.22699738,1215.25,0
1822,22.5,79.08000183,1211,-0.454814215
1823,22.5,78.90899658,1216,0
1824,22.5,78.78600311,1212,0
1825,22.5,78.98899841,1218.5,0.456347792
1826,22.5,79.15399933,1201.5,0.910571756
1827,22.5,78.58200073,1215.5,0.456460628
1828,22.5,78.77200317,1216.75,0.457560048
1829,22.5,78.76399994,1215.25,0.457040119
1830,22.5,78.80500031,1216.5,0.456944408
1831,22.5,78.77600098,1213.25,0
1832,22.5,78.67099762,1214.25,1.37188676
1833,22.5,78.80500031,1214.5,0.457214271
1834,22.5,78.55400085,1221.25,-1.372653939
1835,22.5,78.67700195,1216.5,-0.915853392
1836,22.5,78.61299896,1221,0.457754932
1837,22.5,78.79699707,1216,-0.914811961
1838,22.5,78.80899811,1217,-0.45682847
1839,22.5,78.91200256,1212.5,2.739006878
1840,22.5,79.08999634,1222,0.911384338
1841,22.5,78.54000092,1221.5,-0.456767588
1842,22.5,78.23500061,1213.5,0
1843,22.5,78.31900024,1218.5,-3.219331199
1844,22.5,78.9260025,1221,1.831535002
1845,22.5,79.09799957,1215.5,3.645012436
1846,22.5,78.47899628,1220.25,0
1847,22.5,78.16300201,1214.75,-0.45964859
1848,22.5,77.69599915,1215.75,-0.923906724
1849,22.5,78.95400238,1217.5,1.378866586
1850,22.5,78.78700256,1211.25,0.456446145
1851,22.5,78.82700348,1217.25,0.45681393
1852,22.5,78.81700134,1218.75,1.370172326
1853,22.5,78.9260025,1218,0.456440361
1854,22.5,79.02600098,1221.75,1.823336963
1855,22.5,77.88300323,1215,0
1856,22.5,77.68499756,1217.75,-1.388456827
1857,22.5,78.71900177,1216,0
1858,22.5,78.28099823,1213.5,0
1859,22.5,79.04299927,1217.5,-0.915312028
1860,22.5,78.60900116,1215.25,-2.740214348
1861,22.5,79.61599731,1217.25,0.910099849
1862,22.5,80.1989975,1214.25,1.802082006
1863,22.5,78.73400116,1216.75,-2.718128251
1864,22.5,78.31600189,1212.25,-0.9169002
1865,22.5,79.81099701,1215,-0.455331943
1866,22.5,79.16500092,1215.75,2.717393061
1867,22.5,79.69799805,1215.75,-3.172548362
1868,22.5,79.15699768,1221,-2.719462939
1869,22.5,78.93099976,1212,-2.277212729
1870,22.5,78.90699768,1216,-0.912322644
1871,22.5,78.98799896,1211,0
1872,22.5,79.03299713,1214.5,-1.822540887
1873,22.5,78.66699982,1214.75,-1.369694515
1874,22.5,78.18299866,1213.5,-2.754225552
1875,22.5,79.19499969,1215.25,3.659983141
1876,22.5,79.40699768,1215.25,-1.361904796
1877,22.5,78.85299683,1213,-0.909889954
1878,22.5,78.72499847,1211,-1.370754974
1879,22.5,79.17099762,1211,-1.367985624
1880,22.5,78.97000122,1216.5,-5.463482295
1881,22.5,78.90200043,1215,-1.824260942
1882,22.5,78.83899689,1211.75,-2.282222162
1883,22.5,78.83799744,1217,-1.369885656
1884,22.5,78.48899841,1213.75,-0.457647292
1885,22.5,78.80799866,1215.25,-0.915464795
1886,22.5,79.25700378,1219.75,-1.366527273
1887,22.5,79.37400055,1216,-1.81553239
1888,22.5,79.31400299,1217.75,-0.907444444
1889,22.5,79.14299774,1215.75,-1.363142378
1890,22.5,79.01699829,1214,-0.455236946
1891,22.5,78.69599915,1215.5,-0.456527203
1892,22.5,78.62000275,1210.5,0.457679274
1893,22.5,78.07299805,1203.75,0.918993589
1894,22.5,78.28600311,1205,0
1895,22.5,78.68099976,1213.5,0.917389391
1896,22.5,78.56400299,1208.75,0.915771851
1897,22.5,78.31199646,1209.5,0.917921567
1898,22.5,78.59999847,1208.5,0.458853319
1899,22.5,78.42299652,1210.25,0.91706662
1900,22.5,78.21499634,1208.5,0.91931632
1901,22.5,78.52799988,1208.25,0.45934805
1902,22.5,78.83200073,1210.75,0.91510261
1903,22.5,78.64800262,1212.5,1.371599239
1904,22.5,78.54299927,1213.5,0.458043226
1905,22.5,78.62999725,1212.25,0.916191397
1906,22.5,78.59700012,1212.25,0.915868023
1907,22.5,78.61199951,1210.75,0.457990788
1908,22.5,78.88600159,1215.75,0.457150396
1909,22.5,78.82299805,1215.75,0.456538776
1910,22.5,78.86499786,1218.75,0.45659091
1911,22.5,79.06900024,1218.75,0
1912,22.5,79.08399963,1215.25,0.455257084
1913,22.5,79.05500031,1219.25,0
1914,22.5,78.80899811,1216.25,0.912181046
1915,22.5,78.77200317,1210,0.456909608
1916,22.5,79.22100067,1220.75,0.911427568
1917,22.5,79.36100006,1215.25,0
1918,22.5,79.32499695,1221.5,0.453727959
1919,22.5,79.30599976,1219.25,0
1920,22.5,79.57700348,1218.25,-0.906330723
1921,22.5,79.5530014,1234.5,0
1922,22.5,79.58599854,1223,0.452436383
1923,22.5,79.31099701,1217,0
1924,22.5,79.02500153,1215,-0.909453191
1925,22.5,79.37000275,1220,-0.454561518
1926,22.5,79.13899994,1222.5,-0.454234601
1927,22.5,79.43199921,1223.75,-0.454057009
1928,22.5,79.52799988,1213,-0.452945861
1929,22.5,79.26699829,1220,0
1930,22.5,79.14199829,1219.25,-0.909034097
1931,22.5,79.23799896,1218,-0.454604589
1932,22.5,79.26399994,1214,-0.908509345
1933,22.5,79.28299713,1220,-0.454117119
1934,22.5,79.23899841,1218,0
1935,22.5,79.58499908,1218.75,-0.45333372
1936,22.5,79.28500366,1213.75,-0.453202445
1937,22.5,79.18599701,1222.75,-0.454343528
1938,22.5,79.0530014,1210.5,-0.455009665
1939,22.5,79.14399719,1213.75,-0.455121818
1940,22.5,78.98000336,1211.25,0.455331925
1941,22.5,78.59300232,1207.25,0.456932793
1942,22.5,78.19200134,1203.5,0.459229339
1943,22.5,78.1309967,1210,0.460586571
1944,22.5,78.07800293,1202,0.460922698
1945,22.5,77.98500061,1207,0
1946,22.5,78.72499847,1201.75,0.459440406
1947,22.5,78.18199921,1204.25,0.458872292
1948,22.5,78.18299866,1211.5,0.920925713
1949,22.5,78.42299652,1208.75,0.459754261
1950,22.5,78.9509964,1214.75,0
1951,22.5,78.37400055,1210.25,0
1952,22.5,78.65100098,1215.5,0.458518738
1953,22.5,79.22399902,1225,0.91211748
1954,22.5,79.04000092,1216.5,1.364804712
1955,22.5,79.55599976,1222.5,0.45398543
1956,22.5,79.42199707,1224.5,0.452894583
1957,22.5,79.18000031,1221,0.453968265
1958,22.5,79.08699799,1219,0.454929166
1959,22.5,79.17099762,1217.75,0.454946401
1960,22.5,79.23799896,1214.25,0.454521367
1961,22.5,78.78900146,1218,0.455620074
1962,22.5,79.29000092,1209.75,0.455470192
1963,22.5,78.56099701,1219.5,0
1964,22.5,78.83100128,1210.25,-0.457458285
1965,22.5,78.84400177,1211.75,0
1966,22.5,78.64900208,1212,0
1967,22.5,78.8789978,1210.75,0
1968,22.5,78.9980011,1218,0.456052966
1969,22.5,78.68000031,1222.75,-0.456628527
1970,22.5,78.87799835,1213.25,0
1971,22.5,79.25099945,1218.5,0
1972,22.5,79.06700134,1215,0
1973,22.5,79.09700012,1217,-0.455225418
1974,22.5,79.03900146,1215.75,0
1975,22.5,78.95700073,1217.75,0
1976,22.5,78.90599823,1214,0
1977,22.5,78.90399933,1215,0
1978,22.5,78.52600098,1212.25,0.914695718
1979,22.5,78.59999847,1212,0.458232717
1980,22.5,78.30799866,1208.5,0.45886065
1981,22.5,78.7539978,1210.5,0.458419447
1982,22.5,78.51899719,1212,0
1983,22.5,78.95300293,1212.5,0.457225879
